GSM509553 GSM509554 GSM509555 GSM509558 GSM509547 GSM509548 GSM509549 GSM509550 GSM509551 GSM509552
204771_s_at 6.975110467748 6.70503674269637 6.92949363613865 6.69606238260769 6.34798991919768 6.33012805761115 6.23103462067121 6.83397121557891 7.0912841215054 6.73365140554506
204773_at 5.32716829800291 5.94536075489044 5.92301688628336 5.33264706873574 5.23383272737342 5.52859271050389 5.33648595160061 5.29388386298656 5.77459411683969 5.286630488696
204774_at 7.00467344697631 7.51378412394937 7.44818082958017 6.87842447188804 7.23101012503413 7.121040047054 7.72799651727729 7.9084376699373 7.82501900918318 6.96225707208067
204775_at 4.22148652856829 4.17840865166203 4.16599848825398 4.33850612277996 4.22182930001985 4.52151512868402 4.31225691350465 4.29606699156371 4.22237530486286 4.43803725629766
204776_at 7.46887293851461 7.72402432688735 7.70063531371265 7.15285680506435 7.7658197547387 7.620444894616 7.53140189524953 7.51686431828991 7.15427306099557 8.00654234424127
204777_s_at 8.97767558677254 9.45957399675921 9.48843087158219 9.60052911904381 9.59352650528756 9.28351022474679 9.39874907543363 9.70674419227153 9.96841024203515 9.84548604737036
204780_s_at 4.74218535948295 3.93964085155749 4.00443114917807 4.31751476916631 5.15315301475489 4.12045547607229 3.95155105527427 3.95556026212293 4.09007045393127 4.77333053829729
204783_at 5.04263551033448 5.30336499094026 5.42687028175935 4.90639162923806 5.2523311668079 5.37522619475067 5.71003533776478 5.50331864033258 5.11104158371584 5.32982189704538
204786_s_at 5.64774816744966 4.82028874868564 4.83225422311752 5.08920878006594 4.7920905924189 4.62081412756414 4.68554554292422 4.95539502833521 5.15362494104698 5.19108703071681
204787_at 7.45280917064879 6.22532290795141 5.77064280711232 6.8891143174283 7.66721391412452 5.67674344378252 5.76167080077173 6.05614262741091 5.57780866318016 7.54406831885154
204788_s_at 5.41273759931341 5.98665428720128 5.94131474430429 5.78350704577472 5.67295488481713 5.47325248466477 5.50476340596489 5.64339299371668 5.51311965311412 5.47488979573166
204789_at 5.79411365564271 5.44147072583271 5.65116512002888 5.63907314981392 5.57312670540334 5.88446612825045 5.53556425845292 5.54085961225659 5.47709540460593 5.582596697513
204790_at 6.0590252763406 5.53069041868414 5.63320094596068 5.64008021884671 5.92520967260213 6.01689487579782 5.30318201007801 5.68621691703741 5.46982848408131 5.82019549305957
204791_at 3.91358791975237 3.60536226227909 4.0973500546078 3.75375505620588 3.6283146534977 3.81464423537386 4.12347657108548 3.88533363455102 3.6717859010102 3.76571909584159
204794_at 5.88773426852917 5.75480601463043 5.78569285682551 5.96816720559905 5.6078191254761 5.71354024760643 5.64545591249701 5.77376341395378 5.70074434874485 5.72136189983287
204795_at 5.74209277026588 5.6345466937699 5.36143882506701 5.60362646157637 5.8471121921523 5.76214546723571 5.60688983431098 5.59546318045256 5.35464966362053 5.65886257526949
204797_s_at 4.63363299327007 4.38342322564976 4.82027136942497 4.48196408354157 4.27480593188869 4.69373615799843 4.64228690796915 4.97471908254479 4.61839268355575 4.73876803829071
204798_at 3.78989386932995 3.95833741138129 3.61712019599027 3.68501943299775 3.69725108099151 3.55961481128713 3.50176264376251 3.67528057276796 3.91528982867246 3.82685072597163
204802_at 3.57217443000042 3.37472698473511 3.84152262103124 3.52747298170033 3.61284732275671 3.28261019952877 3.43416439005751 3.50010171356247 4.20902576709333 4.26401731571275
204804_at 5.13964067275796 5.03216812351727 4.97953205547891 5.14159197887303 5.31451957335252 5.07276772737351 5.12650689683103 5.18634002131759 5.09021770178896 4.94710860176367
204805_s_at 5.16181463921285 5.15195958991906 5.12922903861602 5.22563775140588 6.22177164737985 5.46143173322619 4.94361906041238 5.16258673697844 5.25695352296961 4.67321078939345
204807_at 3.14680818474857 3.38660961650966 3.48665048057745 3.28567574247917 3.19957353070024 3.44882012306273 3.50579674012725 3.24115423335372 3.34224248044081 3.43909609512151
204809_at 3.62747831460327 3.7397702072033 3.84108868212593 3.54143273537062 3.7462936424652 3.82941742259255 4.05696125212227 3.75845218347685 3.78491224584839 3.84882556260704
204810_s_at 4.28116755802919 4.11661918374655 4.14507407807787 4.82770210925033 4.47406527155262 4.24889088652801 4.17727209576579 4.53977483560459 4.48137443893962 4.42626484267209
204811_s_at 6.97637697353851 7.70377350595282 7.64531538171809 7.13000128471193 7.3768946501962 7.89296703931187 7.91437888897737 7.41704564872739 7.08801606283064 6.94962697550214
204812_at 5.83150195413784 5.996201706446 5.72506708771116 6.04827372885816 6.14738972380903 6.16296632673019 6.34576421664587 6.27276980382423 5.62085595368501 5.80126010783249
204813_at 8.01205193704111 8.35177479520862 8.27023698421887 7.9817441576439 8.17000132018477 8.36970225142622 8.81561270461072 8.12628584429538 7.83886469453925 7.97402391236579
204814_at 4.99508408664057 5.76169279701935 5.81697365844681 5.44055024090566 5.7380230800309 5.86933179842348 5.90907686061082 5.40938392493295 5.07940481080021 5.03301532278307
204818_at 3.50475961236733 3.47173416469843 3.54360138870402 3.94342534928469 3.88117893385471 3.69845256175611 3.66505392449592 3.62640583443224 3.64751160636176 3.56637531857916
204819_at 4.98225495900119 5.3454947927963 4.9143339891888 5.3040874788389 4.92888267409524 5.11063720423925 4.89020589967905 5.1525369456177 4.99979728991558 5.17583404437244
204820_s_at 7.87240957716832 6.76567974662382 6.67616731555846 7.24015449446136 7.06772644357798 6.87029752790894 7.66559484543406 6.99365365964615 6.76718966155975 7.32469321307211
204822_at 3.31301963911947 3.31565565508635 3.10050151231207 3.48906715034083 3.49485502681068 3.38375819939413 3.43428005187158 3.3920025274005 3.24152755248825 3.26524717383287
204824_at 6.06502000302088 6.19173516100246 6.0750344185514 5.39732232487953 5.62811521858758 5.68708711779263 5.50797777305363 5.50281276187364 6.02526253018638 5.65610538849573
204826_at 5.78579550407972 5.81303600972992 5.66444811634919 6.10960600166808 5.74566808447391 5.89455932679392 5.66513423467668 5.84610878441254 5.53388898025811 6.01990498512623
204828_at 5.40447124009019 5.27623676377876 5.27185273420868 5.33278352584368 5.08925496681005 5.22522095388408 4.93326384747482 5.34644106617392 5.318601575668 5.30997116741307
204829_s_at 6.75910178010377 6.82280154798974 6.89752244293069 7.50259054550305 6.86140527165122 6.86810135151666 6.70876545395575 6.90469042910189 6.7068875070728 6.89941903753114
204830_x_at 4.61910046384703 4.61416046489687 4.51672341988782 5.02578640368563 4.7547309637412 5.03120301261861 4.40925765132958 4.59130036373497 4.43783309079353 4.73090796002952
204831_at 3.1220140510853 3.22111795668454 3.29587719398716 2.97357367301189 3.02798762536871 3.21633759914419 3.97884092801744 3.42163664840364 3.16441867733722 3.0972535761924
204834_at 5.80198668759631 4.52118368913612 4.68255682990509 4.61210375426945 4.8703085032582 4.45585274707246 4.71902551802696 4.17060699081749 4.63289453949428 4.61516938722905
204835_at 5.92344859671445 5.93221986384015 6.07588367801139 5.71617821937359 5.89934006122417 5.79735688121117 5.79533237055151 5.95366826257187 5.72953479924383 5.84298141175772
204836_at 6.06290406750143 5.92443863174533 5.95602971757154 5.56419229960488 5.96221196614909 5.77158660158717 6.18209679275431 5.65326306937385 5.79213925593209 5.83618590386486
204838_s_at 4.54695210736645 4.78186000678861 4.85570394229824 5.03698840951333 4.93551409355927 4.75641074033852 4.52038825657059 4.95894896983492 5.0813282400918 5.03655888227632
204841_s_at 3.28120793037949 3.3394124175495 3.21120888464436 3.34814225171179 3.2969228924105 3.33745749993036 3.31716844816251 3.31133912815717 3.29083117464065 3.27383548517892
204844_at 2.88408981544751 2.88964951992948 2.82724061996045 2.95629339937006 2.86609924943528 3.07354129236914 2.98175704381505 2.96866291757821 2.97764301084258 3.10537604915321
204846_at 6.89193677245666 4.55993495507863 4.53494693623755 5.02150184898726 5.67669011603364 4.60272056875957 4.32156352086026 5.25389161915463 4.4105066360453 5.85001556380124
204847_at 4.82843899262022 5.15410355164793 4.87950636213573 4.79426365912314 5.26066232177152 5.25056323446243 5.34159749736031 5.14124034294059 4.916002544031 4.7248621712614
204848_x_at 5.57738591313253 5.4688634464977 5.60357163311669 6.04322481852105 5.34166623374576 5.78492695990945 5.72180403359335 5.45403209906385 5.8218740433531 6.07578612559312
204849_at 7.57771096136256 7.46651465662008 7.67339289666953 7.47378699331651 7.14911166381313 7.7487645776665 7.47291702963597 7.22354852784952 7.8632717122507 7.40671011359984
204850_s_at 4.17532468096253 4.73833797626191 4.43871073058552 4.25595504139314 4.15266430434051 4.58987168401079 4.75359101495529 4.31322291270194 4.28089786151639 4.232299518572
204852_s_at 5.04581593460042 5.00394595256807 5.07871352213906 5.78781209820463 5.12225530186082 5.06883872882622 4.97742227184138 5.05296638926738 5.04938143901604 5.09135977410127
204853_at 3.65563442462521 4.41289573662071 4.25651246422318 3.89659712067191 4.04903799194015 4.1980233888083 4.20058884257181 4.21325367328083 4.20142003697836 4.08354821594977
204855_at 3.57161863241204 3.52356135094843 3.47304732302899 3.66908723081392 3.73001799240892 3.93278453069909 3.58534066872966 3.80925601487372 3.64452862930502 3.6141313906649
204856_at 6.17221192076534 6.3590445083167 6.25867446444946 6.44639568143167 6.05932895713243 6.22318859082934 6.14502490611125 6.23607685741485 6.47667629283085 6.35625073081874
204857_at 4.24837762716939 4.21597477792665 4.41224586160815 4.29796816661628 4.2814908485137 4.55246625133194 4.02788534164084 4.18438960906122 4.3114649205777 4.37319390495347
204858_s_at 5.32108778032402 5.41722479591336 5.17310766847732 5.76925605499472 5.64088381561284 5.29379402319688 5.44549332902343 5.25742779548288 5.56568625766827 5.33398504192528
204859_s_at 3.59832323158922 3.42668843861834 3.25595797238597 3.25278299010234 3.3736504949049 2.98412832355138 3.077063625419 3.34927186135341 3.26418009254895 3.32898131130785
204860_s_at 3.87624211204453 3.82478439904353 3.7161721338197 4.26201993897305 4.03913563224513 4.17299917284424 3.99566230746866 3.9678408690605 3.91385648227026 3.93869945332245
204862_s_at 7.56581331848141 7.21424959059337 7.4052427783375 6.81846051623489 7.11635742348888 6.96671021512197 6.77359548958005 7.26330667120175 7.4251109559997 7.29146084144581
204864_s_at 3.48410143840877 3.57540378642411 3.68155915460185 3.84222170553789 3.7194565497849 3.59209389514056 3.74202432015511 3.78746944092312 3.71118503898079 3.71140068826338
204865_at 2.81322814863405 2.91992450327132 2.80799646570247 2.73237633587293 2.76925931656299 2.7835665866875 2.82286414257424 2.74677192513901 2.75654579831446 2.81969167782656
204867_at 5.14629078727399 5.06742262137079 5.15442344153046 5.34604652390469 5.33953166274709 5.06838629072803 5.03247000856246 5.14965914254712 5.24396253526541 5.4232313198566
204868_at 6.01219320372323 5.96103431581073 6.20820274819294 5.49049094093698 5.56084537936677 6.01784749919913 6.08826655455358 5.79434623027419 5.87487496013023 6.22904542699075
204869_at 4.3281931800456 5.00106406024701 4.58656041698668 4.22319041008231 4.50563707608 4.92924848385808 4.91964391706369 4.48825948043026 3.98086829822811 3.92759564855079
204871_at 3.78427828904939 3.86755457574969 3.73023033936371 3.84324445037208 3.97092269904256 3.81497520657624 3.57130215052705 3.80849610982915 3.6590875953362 3.70403965512676
204873_at 2.99292138325921 3.31001912039907 3.27162130848525 3.04372716018183 2.82517779784762 3.21145596658315 3.36770564768046 3.01603108471981 3.20040383151535 3.14459990016063
204875_s_at 3.35783482523944 3.38991317514411 3.1482646953593 3.21309877240025 3.61284732275671 3.66172423085704 3.71511188611744 3.18557563455166 3.22283351617061 3.3385374914248
204878_s_at 5.88466772047254 5.75118521600515 5.81508823233205 6.15111858497186 6.069174729128 5.79542257152201 5.40575615965666 5.79832139625325 6.14820906120057 6.00907805347272
204880_at 5.10803111887685 4.78170036265367 5.74348609279935 5.16279746924058 5.06842978013447 5.15088406062371 4.75391476784029 5.03424441709523 5.25943091073453 5.257212901458
204881_s_at 6.64671583103056 6.27385244984577 5.82235038370341 5.37957357275448 6.38223314535082 6.12970375612142 6.67332428681773 6.22512656282161 5.68907373600296 6.51345727989493
204884_s_at 2.83146450485795 3.11137671136626 2.86368378457714 2.79361493667577 2.84717999332053 2.8800195244402 2.85748747098225 2.81303610032935 2.83190983447826 2.80578299205302
204885_s_at 3.05542286596308 3.00924679311867 2.77537455365126 2.99686854075101 2.95334862234191 2.94460534492733 2.91298442352444 2.81368932169872 3.05214895617385 3.03885787935431
204887_s_at 5.10357324754368 5.08714876768273 5.07819485899875 5.32773004018936 5.20064539809417 5.06320881412897 5.03837310654722 5.19490319458354 5.23114962149926 5.09304411652874
204888_s_at 3.84797345961672 3.72280867941104 3.7088069803035 3.69897069098353 3.661565630084 3.70040440535055 3.73139683383992 4.01484342278503 3.86970161612884 3.64107033124553
204891_s_at 4.27436114227371 4.21320016381147 4.11774387716234 4.39247464900755 4.50214933965248 3.87804155227422 4.01131746186654 4.26122126133373 4.10739605365734 4.3908076287651
204892_x_at 12.0143549207291 12.047526768605 12.1017638783098 12.2049347620778 12.2872838407659 12.2262136387939 11.4752235970145 12.0916740293021 11.9560056307713 11.7655807145693
204893_s_at 7.46375928278012 7.57923130360665 7.4465776726478 7.34032159755682 7.34914608691403 7.47147836522261 7.37005603524187 7.49788056247415 7.36996306652367 7.27538619023061
204894_s_at 3.04320980058641 3.37910015820818 3.39576087627497 3.67119393934931 3.37588856526297 3.37468285805341 3.5087294119455 3.48598147806123 3.42042895883499 3.26120667551217
204897_at 3.19456098535946 3.12382881315546 3.69014137611193 3.20304086570228 2.9564967016494 2.93411213740166 2.90819459804744 3.38830980995822 3.05444900420583 3.31342395117708
204905_s_at 5.99632339222997 6.51241876266194 6.4689470861322 5.56200331932415 5.97855650281985 6.72546502685394 7.94716888963949 6.30815860354631 5.59733311320884 6.16721301466348
204906_at 7.26163534884215 6.91876487492477 7.40166103445753 7.58332745149981 7.26692944371985 6.98211688207629 6.07124257359396 7.15460463626843 7.61737124899142 7.33322444209145
204908_s_at 4.89899879616815 4.59432414705525 4.58382153555444 4.6242649084867 5.19693101728969 4.28470425956515 4.71438934207591 4.55278334527638 4.40158078554287 5.26247596705547
204909_at 4.18586573819809 4.02230274245795 4.03913558833134 4.43117917398151 4.0635708549379 3.96379458637465 3.69937410606972 4.1663653447459 4.31631319122654 3.68846855262601
204910_s_at 3.88259043236581 3.89904882579227 3.9713497970505 4.09071372016543 3.73789563188679 3.85788840789018 3.89520683154878 3.8520224108945 4.07039661670503 3.98086829822811
204912_at 5.95759612579109 5.14068592142276 4.9512423169446 5.55113356611856 5.72632416450403 4.9844924244353 5.20067242509695 5.12198306480898 5.57611283418952 5.56077068866716
204915_s_at 4.96457417852156 5.05191240261814 5.36595539618074 5.27943331447143 4.83160162528422 5.18895818286166 5.33840428511586 5.07608674789807 5.2536484411392 5.12333501901436
204916_at 7.99546341292432 7.84726447733714 7.82060912941649 7.31742574658002 7.41558483459982 7.33265901339382 6.85845086370309 6.92708937932922 7.75914200292136 7.9924492980877
204918_s_at 4.11902284364359 4.46760527720315 3.98694045684258 4.08881556569475 4.04730269135326 4.14497945566297 4.39407615855205 4.04293385540604 4.08859990918518 4.10562246601329
204919_at 4.36081520288142 4.46473597340228 4.64913245549351 4.52416430038973 4.42850036452913 4.55834652435693 4.61015093562404 4.54719460435404 4.5119399199658 4.79947308169572
204920_at 5.88383895512817 6.3930996026405 5.83866912045787 5.92871835587959 5.90749361482352 6.24519126192083 6.5205384221657 5.56989541435885 6.26497047939593 6.50799234025823
204921_at 6.76770808235681 6.60311544361556 6.7306157721195 6.97705634979982 6.86076266018796 7.05791044278122 6.59104259148505 6.9704639655043 6.93657817813496 6.77986327553656
204924_at 5.83738115879977 5.18901119998818 4.87334709227366 5.45415881141003 5.31513939021194 5.03243045647699 5.60249390832557 5.19594238595932 4.94521909879942 5.43831279354256
204928_s_at 5.43140566371861 5.36037166422284 5.45555568840701 5.4505290036335 5.32577032202464 5.14042980720303 5.02443146825989 5.16942752510792 5.2808860992403 5.42915979975767
204929_s_at 6.1681315800176 5.49474083523534 5.35056340048728 5.31509631233714 5.53935578875525 4.9752637187233 5.02335666069791 5.19064808730645 5.27312299102965 6.03326590145168
204931_at 3.05399646095395 3.3109153345235 2.98505780130193 3.11063933102224 3.0133759534366 3.00763793956953 3.15012224367186 3.01074267209803 3.12959361624389 3.06130136331308
204932_at 2.99676249882482 2.84478512686556 2.89797274684842 2.87844226201465 2.96507843455803 2.69854203404901 2.82257833432559 2.8356500638592 2.86673438236684 3.00058453942859
204934_s_at 4.81342877605592 5.3582277830541 5.27475108808819 5.26043977624584 5.19999212223287 5.13467838812439 4.90806265106593 5.09389798687717 5.39429863530014 5.48512669151177
204936_at 4.1368510252078 4.0681130328434 3.86972548745694 4.27346976298021 4.05892692616842 4.12633760790935 3.81721581418696 4.05478599620918 4.1757730769175 4.12085354485658
204937_s_at 6.12932410880437 6.27880281097469 6.16209977852852 6.05074851534275 6.68682322867877 6.22662952441579 6.22569898015453 6.46078095860309 6.11946678981872 6.35659715779528
204940_at 2.9727163582692 2.9833554248384 3.088354589914 3.03931520560056 3.10725962717378 3.04537802499448 3.08395123119716 3.12576970026358 2.96534266321646 3.09202902334601
204942_s_at 3.64993163985462 3.63528166859598 3.72647001534518 3.860959569419 3.66250718476146 3.83882103345221 3.63319652335127 3.65789348084729 3.67194257972884 4.0776476533435
204943_at 5.05954098730542 4.9896893303103 4.92604754066224 5.22481234574008 4.94584757028036 4.64517052594981 5.17521798705977 4.85894484919429 5.03933601858939 5.26007785607158
204944_at 4.14441979478868 3.82615343374973 3.94242687826891 3.9860166723535 3.81838202797225 3.8778489110966 4.08262193706472 3.88698298817889 3.77256267876641 3.91780740176996
204945_at 4.48518214267906 4.85196685277095 4.67161922239752 4.57011295950984 4.62970672588693 5.04079390303477 5.32793472934658 4.47562384507435 4.09385734440548 4.31296657713798
204949_at 4.84147043042369 4.72677899679836 4.88157017527995 4.73677377236277 4.74494566928467 4.49152685756753 4.55953365158574 4.68971292668768 4.94307801490026 4.81851294645088
204951_at 4.80463162667193 4.94030309176445 4.95079650340829 5.37281484115618 5.22837512555463 5.03093639263564 4.95500092659729 4.95937451535629 5.04227048277363 4.92522332756406
204952_at 6.09522836805941 6.3514245439432 5.97079869251541 6.28826266321277 6.06789068101381 6.20338684277507 5.93490936379957 6.09764517952125 5.92197963438907 6.22534363069903
204954_s_at 4.89682734444875 5.32846561358798 5.11483039291721 5.51918993170556 4.88514727062272 4.81598031909624 4.77598338805991 4.83828536197108 5.38924388215078 5.07007403775228
204955_at 7.58949741883858 7.22526355325524 7.15958785248198 5.96882414902115 6.79501710622585 6.5648581134319 6.64384489271688 6.41864140840597 7.31336559401381 6.72138589169956
204956_at 2.87294965557157 2.89357772475851 2.7912507747349 3.24989263787975 2.98636142173456 2.77733565244227 2.94121113635933 2.98340090867032 2.91780384085414 2.85490932115325
204957_at 4.51868826889153 4.94612311026539 5.03562380209883 4.57573707236417 4.87216061893031 5.12803383394461 5.76388810353294 5.31580390507008 4.84293729608782 4.79424655487093
204958_at 4.1917165752734 4.07738343430898 3.82040861299161 4.14815778495667 4.03467101408438 4.08156423926306 4.08523361021433 4.19038585116405 4.26071893841067 4.25859713720696
204959_at 3.76103518313935 3.60311283359898 3.2515137106749 3.54161706520527 3.60398595476354 3.48816823750696 3.7324953762353 3.49815308069107 3.27918138151557 3.8004005484196
204960_at 5.03750209264798 4.95858426525432 5.26260012154271 5.44937302759795 5.34868856757666 5.32803990408335 4.94112587203466 5.25332028229881 5.81750793130589 5.07671971026158
204961_s_at 4.43220064066872 4.17174036468815 4.14218051427538 4.16676388821538 4.04864900986365 3.81507540987067 3.9749800316937 3.75392230479286 4.14284728247125 4.15528668266369
204962_s_at 3.49752535555734 3.42749479379867 3.2471446343116 3.62617905929793 3.46821033421575 3.38964056647652 3.4061837552003 3.44542482646262 3.47884296637893 3.44058706204966
204963_at 4.17422939973143 4.31697110031981 4.5875616723061 4.20513359181796 3.88372785227758 4.22680178288434 4.37090630504408 4.470674398596 5.15894537881464 4.57522184920257
204965_at 3.19549109207706 3.60882285655234 3.37556506480331 3.65740216356699 3.42869641497392 3.60806594022651 3.30832626775452 3.45977691587083 3.46115189482625 3.34243424796273
204966_at 5.42013653847694 5.36499396467057 5.54394213187234 5.42999579192902 5.48692979554666 6.23836852719277 4.83427531281654 5.46368204070233 5.6136083241448 5.3621448424629
204967_at 6.13804168878691 6.71770264670621 6.6407100999599 6.35505214426521 6.01492221911224 6.42447926015605 6.57582682416336 6.32689781829314 6.24621508417903 6.02084065572048
204968_at 6.15885318961072 6.18114479390446 6.0922605037084 6.34530249020946 5.78547722334373 5.98345770447267 5.98150205462705 6.10245733498778 6.24937029060793 6.08953554291472
204969_s_at 2.9793492142206 3.02695074834302 3.06332206755433 3.16674499303114 3.13427064440578 3.16295019730385 3.20927503651793 3.20719063005241 3.19664908564056 3.0306359088959
204970_s_at 7.1381272096364 6.78026247070325 6.62409369207096 6.38834288609995 6.43586932471451 6.41494448545274 6.56525778793177 6.48351428452486 6.32087212921646 6.73095777572492
204971_at 4.48008084464894 4.037578289176 3.79629141550091 4.06959791995749 4.12352243741518 3.96570566285826 3.88705374159341 3.98195227341249 3.91523872436665 4.26558954751723
204972_at 4.81975865406777 5.00115801967703 4.63655873243515 5.48262733608199 4.92821434116745 4.83133665679163 4.91888451849043 4.7820281316705 4.53635215130442 4.79473701561792
204973_at 6.47778118866246 6.80229271337463 7.05776696566392 7.30602746710526 7.07543438793424 7.10259814524081 6.22967908338873 6.74172842727393 7.31949329921166 6.57309653745652
204974_at 7.52537910703929 8.60059194800005 8.40012835541652 8.04405397845162 8.40498158683069 9.15270911177596 8.91601492554724 8.41836961794372 8.08088160219031 7.61100089428345
204975_at 6.4076092887145 5.7937798409632 5.51885756731531 6.08200530953195 5.93063145889827 5.66547840873676 5.45277212090775 6.31666004572257 5.66006905013493 5.86485299891868
204976_s_at 3.5819537081159 3.34028015343699 3.41328244428644 3.56501174129044 3.43985688958333 3.50092657339137 3.59282751101904 3.54971646587139 3.53264025489833 3.60283645049754
204977_at 6.3457937437412 6.53550302828744 6.46208850430215 6.22654420963447 6.37449886583713 6.39570767300375 6.99755505910255 6.51801828587681 6.25479042489627 6.34757672110825
204978_at 7.14463960429682 7.23505061179092 7.38559131383083 7.81472183251874 7.34899965996827 7.50204389570712 6.94760970770175 7.6135782040554 7.66491640728516 7.26805443763196
204979_s_at 6.43574314538676 6.26008935347971 6.15021507025204 5.87760967423559 5.83037740613083 6.21811503338292 6.30308378186103 6.298438460722 6.19697959516439 6.47334560418048
204980_at 6.14577263152342 6.39600037887041 6.22343277516711 6.15585658944392 6.14204839271006 5.98239042791347 6.16998275005607 6.34930158590098 6.15729273969003 6.19567906362091
204981_at 5.46587665538929 5.63557064246703 5.34881473172784 5.91697759760307 5.61095352846496 5.5536061006431 5.3792418423244 5.66311821290207 5.42972812703892 5.4529437442222
204982_at 3.63776044908979 3.48056774294027 3.69653550445236 3.90395777593459 3.52567960157897 3.69022887738058 3.49902874707658 3.85421237019121 3.68133848843779 3.61528270863528
204983_s_at 3.76610196293046 3.75403470382941 3.85423605743856 3.74435477163818 3.81838100797845 3.75771133591161 3.72226232474045 3.83465250855815 3.82789957629837 3.75508152834246
204986_s_at 6.20889530877713 6.05122462623871 6.09048414717383 6.62060541126696 6.50895187256072 6.2621145338754 5.54170814936522 6.16391395654819 5.9525541081171 6.01736263615917
204987_at 5.50680995446753 5.52178304167265 5.54563929172904 5.91080474931003 5.57547586839834 5.65829050939858 5.61792281574332 5.53510504362189 5.59277311800497 5.35514194715212
204990_s_at 7.15904360395081 6.68165062830946 6.88535355199802 6.91467471575228 6.76057389082015 6.49641579220412 5.99394076488307 6.53051796342557 6.816161131602 7.32383978825872
204991_s_at 4.24394927124096 4.18887431292181 4.00958483798459 4.11279725882701 4.23256374982411 4.05995410036084 4.20461972252819 4.17879705172439 4.07332973588932 4.24653807508055
204992_s_at 8.90576062650948 9.47887955317052 9.56013645530233 8.73367909200689 9.03605828325044 9.83027260431519 10.2234869871821 9.60905058671292 9.11865362615866 9.24572169516783
204993_at 7.14856238978724 7.75178031902905 7.58934454259589 7.34044668007458 7.08768868977333 7.20990674493369 7.6941350307979 7.52041475374176 7.47906806600087 7.1320332837804
204994_at 5.75915119511206 5.37080328751407 5.10988098783594 5.83456488996225 5.61578154661116 4.76319332369952 6.16680336377153 5.08268535883254 4.89280222284344 5.47436436955147
204995_at 4.55515042340476 5.06649872811827 5.14958854926085 3.67681432313858 4.75964824757725 5.66715728684543 5.8288317173837 4.75320043693614 4.51783312953567 3.78824774909668
204998_s_at 5.6794100908474 5.76921251210851 6.19339810184605 5.9160999120358 5.86193218766623 5.69795356194396 5.79878016967595 5.67971838440147 6.21483706367352 6.02406493656736
205000_at 2.8652945276928 2.72766476071025 2.86794527060847 4.34567995064688 4.65124430520824 4.83810610691299 5.39054263404652 4.66542900072821 5.36882515446274 2.82969057215368
205004_at 5.36716566841306 6.00500186843774 5.66971033084373 5.22243131067323 5.74056148248512 5.85007322798235 6.10958129682512 5.52272351137706 5.27981955135862 5.57685492177369
205005_s_at 3.74340480340273 4.03333805697273 3.6547965868772 3.37647332159658 3.48881494707248 3.5204707703256 3.65504250241009 3.54475251923681 3.73533362027265 3.54934657699842
205007_s_at 4.07742418418641 4.17441297175662 3.92709658240342 4.33722520791763 4.07753612413469 4.11729783915487 3.96958632068728 3.9878084384757 4.20994251283542 4.28558637723444
205009_at 4.46481095755952 4.15905642384235 4.17526236500741 4.36779506606118 4.32739926935006 4.50421296316201 4.25732767237762 4.29256265958371 4.39895330027389 4.43183547499843
205011_at 7.26600809601541 7.53472251967057 7.30944819346537 6.53389430360253 7.54499164169777 7.2679493741628 7.89134396071312 6.66708527264815 6.79651796344935 7.53832012718883
205012_s_at 6.77361602394589 6.88298092118448 6.90040517684079 6.13748800845432 6.89660059827926 7.02947390974788 7.02128036784355 6.82205466036717 6.85864544445568 6.76573183732622
205013_s_at 5.7693658487996 5.02772674510222 4.90705956639481 4.74981332185252 5.01246266018134 4.73127007577252 4.5214449297289 4.78507635937477 4.92197083633735 5.13200007829375
205014_at 5.46030799897095 5.45617411306311 5.14835775284253 5.87289996384543 5.64991472183457 5.62198766426066 5.3480181302233 5.36438382633857 5.56113928265391 5.52494449628718
205016_at 4.86039732518989 5.26564378049344 5.56272271145421 5.32041776364538 5.50098741240854 5.18809333365417 5.30274693091642 5.82929204214453 5.52670378207002 5.37912091236157
205018_s_at 3.53549535038413 3.59754326939334 3.61398618916972 3.8844980944113 3.85450775422867 4.0668666987674 3.95499322617792 3.79571992055924 3.53479555486857 3.58249867225602
205019_s_at 5.60969689206862 5.57399913997238 5.7020616501576 5.96583653680428 5.92143412933659 5.7497368715281 5.69229864880764 5.65625050763983 5.78125312745929 5.84099228174745
205020_s_at 5.65805531042813 5.57408108965742 5.4587978248875 5.74356471241357 5.39404792250189 5.36510113396513 5.22961515985997 5.32728839386834 5.52587949151032 5.74230084463623
205022_s_at 6.18794967350993 6.07020524126041 5.7447255448812 5.55212199186148 5.52059253638573 5.58406120902005 5.70272561989467 5.66311821290207 5.63367617208593 5.61531551884217
205024_s_at 3.72472528201521 3.72794880233134 3.7431730718331 3.8252190559659 3.7536441410157 3.90238741386344 3.70250143177566 3.51783425043819 3.79605265604946 3.79961202360758
205025_at 4.24721475396688 4.18534157585576 4.0650449524002 4.43835445755036 4.64034636541687 4.41438683959575 3.77646429880943 4.32944012425838 4.33399726276106 4.05136904894071
205026_at 4.31989946485525 3.97727777170716 4.26814492346158 4.3316637525072 4.1697521365346 4.06697614430905 4.38013853181421 4.15093974105114 4.18579649505311 4.22492272903879
205027_s_at 3.15532612360939 2.91158231374527 3.0874957438616 3.01143778618518 3.13730500015515 2.73813972107098 3.12926310269065 2.99107689745795 3.02171969224394 3.0750026196801
