GSM506015 GSM506016 GSM506017 GSM506018 GSM506021 GSM506022 GSM506013 GSM506014 GSM506019
204414_at 4.27945404804411 4.30809034915817 4.20674212740533 4.32057249915468 4.26657778122879 4.24581392168783 4.27945404804411 4.27945404804411 4.35241698175026
204415_at 7.95655285899667 7.42287517854745 7.73860396872757 9.1507466572661 8.51632615579035 7.9504640494374 8.40757545380344 8.31719166123462 8.33089944555318
204416_x_at 9.25601224483676 8.81503711749941 8.54098455385777 9.13589719253066 8.89627042467914 9.24313185470829 9.10534295879821 9.06263365798439 9.41905654886562
204417_at 8.06633130077043 8.01622091890223 8.3965380302298 8.3965380302298 8.69683596575128 8.3965380302298 8.36638317609786 8.42939020890844 8.95846409242719
204418_x_at 9.26910992893634 9.12216144639962 8.81670458273447 8.94064538408203 8.29071163126088 9.21045439374145 8.78981095924709 9.31952768974118 9.36864209850017
204419_x_at 5.95851778098474 6.11460790270697 6.74713963770082 6.22148117250165 7.59457952741995 6.31319457054982 6.36995498464082 6.70944979452485 7.03666072208868
204420_at 5.30551321700617 5.5528478743088 5.68328036796199 5.55387999129431 5.4156020024122 5.27787800095861 5.46495905898397 5.14411676350776 5.69931945646871
204421_s_at 6.93474683285779 6.90973714938723 6.53010024311323 6.81337567516446 6.76595366573269 6.74106718974436 6.73472935859822 6.93473096550917 6.82427468582168
204422_s_at 5.30573587153491 5.30573587153491 5.19521111908268 5.74590236753056 5.1936852952148 5.11910100141889 4.97712261137392 5.16651494663673 5.58837296397079
204423_at 6.04134964820727 6.30476041022764 6.58513604708393 6.28219880106916 6.70279132512749 6.16785831190756 6.12523768106501 6.2731888406909 6.6570876257885
204424_s_at 8.48408498103651 9.23309843678694 9.15097024519562 9.10452869690313 8.03170739830553 9.87794163921129 9.74229433992077 8.79852179525128 9.03111359115296
204425_at 6.74901863931619 6.49870326109379 6.57979958795423 6.72039731876928 6.57558189978381 6.57979958795423 6.50138320188404 6.57979958795423 6.68784847095335
204426_at 6.75488524147687 6.72079497963121 6.54379647546465 6.51811467995631 6.78929115581734 6.57142666522868 6.49106590317965 6.56011447151851 6.29017256637612
204427_s_at 7.5001817683759 7.25215653849938 7.14649177746481 7.21140046531529 7.79976442400695 7.01006866480793 7.15645343505947 7.21589228489764 6.89168092798512
204428_s_at 5.95082070190549 6.1587416365103 6.34551079066308 6.189877313195 6.04143626650936 6.41880244145341 6.37808697585367 6.189877313195 5.98170210279092
204429_s_at 7.10252837694721 6.84199685658996 6.63500572699982 6.71001642459361 6.46659390027913 6.91280628183448 6.19381671358312 6.48125293725593 6.74644800378617
204430_s_at 7.00000764527519 7.00753149637761 6.815701191396 7.33364037857985 6.86726209268413 7.541490067531 6.63626885125934 6.58991313470285 7.48162465177026
204431_at 6.87908972983477 5.5722513629622 6.23732972690492 5.99771333385557 6.81088143577595 5.81959099469178 6.15293018447332 5.92921016413621 6.62901085020177
204432_at 5.75324733680245 5.75206455361522 5.67518467438219 5.81285802747364 5.75324733680245 6.10361400686524 5.74735328586551 5.75324733680245 5.88726902129841
204433_s_at 6.65315667678493 7.28886575243811 7.3216678350208 7.05475040936114 7.88477289443855 6.83143989549456 7.19213569511941 6.95630416546482 7.2706981819931
204434_at 6.90840044999116 7.53335978657083 7.18598495105718 7.1375710680931 7.42167944851138 7.23985291666292 7.24970321343123 7.21504472839365 7.24970321343123
204435_at 5.92113449502594 5.98404920538523 5.99368502542406 5.64757824144332 5.87826332118089 5.72732895611223 6.31090110642292 6.22920901090289 6.25880205692409
204436_at 8.26033701129647 8.45141139562471 8.60175404552859 8.50477526075996 8.53799126496349 8.60603888224196 8.24910985458762 8.39205962970138 8.53043609489556
204437_s_at 6.57509304355033 6.74674555259381 7.01624320708458 6.85750217240037 6.8625030346331 7.74927159218435 6.85750217240037 6.76076648409008 6.98662882757645
204438_at 5.3684149453461 5.17599223411518 5.73161056635968 5.19135416648546 5.32806290874134 5.29220786859149 5.3684149453461 5.69392888189437 5.79218776320268
204439_at 5.49168166493121 5.62992801929336 5.5608047514838 6.36321713753361 5.55680660924723 5.6371472253558 5.60830724563096 5.57677374971547 5.65558728623169
204440_at 7.49702094327054 7.32528488254118 7.78225006694264 7.16612881244441 6.87092935305054 7.05357575261104 7.6354348641776 7.48901594210383 7.32528488254118
204441_s_at 5.53145739148224 5.86951559697186 6.0044682056219 5.81976191219736 6.00037535147167 5.76218084809523 5.69861548877034 5.79154872744227 6.02363429018152
204442_x_at 7.04999789738645 6.62781817989373 6.76287409103541 6.72744300863906 6.90647092331763 6.97601885334869 6.64797267301689 6.62901168158962 6.54967983162952
204443_at 7.41705707324559 7.41844813632847 7.18274571917679 7.36631112869948 7.53396565398087 7.36631112869948 7.36620838497034 7.31054627596272 7.36631112869948
204444_at 4.24689980632395 4.29716960957653 4.33827792706312 4.32627254879512 4.29716960957653 4.29716960957653 4.29716960957653 4.24599305582441 4.33376951083919
204445_s_at 6.8049126780311 6.68831141302925 6.98449101928856 7.05173941178714 6.78594872760457 6.88721279824309 6.85424708740342 6.6368750501434 6.8970759883308
204446_s_at 5.6734107882845 4.9770898274908 5.3686737487465 5.62830222151762 5.70252461554147 5.70147580632486 4.91481211192531 5.37730237074263 6.35139940146907
204447_at 7.52954780820535 7.52954780820535 7.79032375647105 7.44996313313083 7.02131057938683 7.54780438888675 7.78167254765167 7.52954780820535 7.8427498943112
204448_s_at 6.5669234548109 6.6339774462315 6.6988275818093 6.61672570377571 6.59069054987256 6.59287312386343 6.6339774462315 6.78861070990984 6.64830560453218
204449_at 4.76755361691641 4.54451386442463 4.55938963948069 4.54451386442463 4.53064643312384 4.53223837392964 4.54451386442463 4.58746575276323 4.50532394878213
204450_x_at 6.05252624705174 6.37964016888973 6.64032768956719 6.42678459192685 6.43503363091845 6.27897461752947 6.42858880242635 6.21630935412296 6.43312974040336
204451_at 5.50435403786229 5.86836106786675 5.53380451802628 5.66128811942079 5.44698285402386 5.52561049803703 5.52561049803703 5.51124367917957 5.516690636313
204452_s_at 5.52998120530586 5.83690704420548 5.866357052981 5.5171724022414 5.64727998724146 5.36952686501158 5.53173255989424 5.50440138092718 5.52428216838184
204453_at 4.82768252562898 4.82768252562898 4.79949741006198 4.82768252562898 4.82397271730042 4.82768252562898 4.83234152827897 4.82768252562898 4.86901966076316
204454_at 9.06907889646251 9.73027203854975 9.460854555221 9.2171770973174 9.28558293485408 9.2095279317541 9.56689890048377 9.37180903902647 9.6256085706877
204455_at 4.62139015488942 4.67649455436542 4.92422877948015 4.54425000814097 4.6118111572462 4.59760842202358 4.6118111572462 4.5521493790044 4.57825204388975
204456_s_at 4.59353856030818 4.61297025402127 4.76439712910238 4.54710208317141 4.83706290962894 4.61901466778684 4.61716490805445 4.53534948625308 4.82910675265839
204457_s_at 5.75055097502871 6.01443757646822 6.23451849646304 6.41497031349767 6.77135550071968 5.77282510271132 6.05344599092122 5.69071001150518 6.28088968182916
204458_at 5.63653268273756 5.39203640246414 5.47797749452462 5.6972659045693 5.70313648322955 5.82107355480972 5.67476847089563 5.71981483708471 6.21780809614645
204459_at 7.34414256248479 7.316701836669 7.42963967976911 7.18657702081425 7.42395820150484 7.13133085489636 7.26047267688872 7.18112880744704 7.30106898057786
204460_s_at 7.53233084919925 7.52949160881247 7.63464276372157 7.43384419679149 7.71332517002616 7.39256961207563 7.59488891317372 7.51856307682775 7.57446917116397
204461_x_at 5.53823921653212 5.84906507282639 5.62740259562634 5.68467504420062 5.68467504420062 5.61510697298702 5.67683999130142 5.83717763343689 5.68467504420062
204462_s_at 7.07960864855905 7.22994490490097 7.49427151125347 7.23717838057277 7.33574686284345 7.23717838057277 7.49606177415269 7.23717838057277 7.20545890114351
204463_s_at 4.28192535558819 4.15154868866358 4.21153887268001 4.16519213316142 4.28745365460462 4.3335192642424 4.14312193205004 4.21630088864697 4.15781259223847
204464_s_at 5.63626938075246 5.20245945918211 5.30599505397676 5.30362304590911 5.80302381960897 5.53012580397355 5.39599219815248 5.61624041074318 5.6638269517486
204465_s_at 10.0020764463083 9.9197433521798 9.83568605862996 8.21451518244383 7.14938176444702 8.64681790422222 10.5722028713128 10.4678596135319 9.87660581792415
204466_s_at 9.1331758473552 8.95831740918962 9.18991621833194 8.61963991866586 9.51211909474722 8.97710797855082 10.1996251497927 9.42650936974431 9.50990306246689
204467_s_at 7.56278559743868 7.76953670088386 8.30539939475873 7.58506130219357 8.32185120996027 7.74649185839905 8.37795987544946 7.79967381903852 8.65250658521557
204468_s_at 6.03462560741173 5.81704375735136 6.32174175487105 6.31009734906543 6.90796414557445 5.68392314696169 6.11590510838871 6.26332821756405 6.26437157979045
204469_at 9.31301353168302 9.13706497247876 8.85643087791051 9.67840919606147 7.92902514172766 9.35382802493709 9.36111546400332 9.47161103667973 8.99556347341981
204470_at 5.50715356386797 6.09253529423591 5.67767755454445 6.16706380147315 6.10372013592748 5.36821135540562 5.54463623208498 5.63794446304125 5.73582345933734
204471_at 7.64801565916248 7.38204723365288 7.29775620313859 6.04421178676813 5.7324049311139 6.06128047919261 8.94721788028193 8.29888259960072 7.84928959919661
204472_at 6.15739832346803 6.74837231408028 6.56992857134237 6.20907704097015 7.49545263183616 6.70792889328856 5.66740612334582 6.54458912014644 6.85241989562482
204473_s_at 7.77502687326354 7.77502687326354 7.66551026172155 7.7084928800017 7.95739840283033 7.77502687326354 7.77502687326354 7.67808219045708 8.11938844530941
204474_at 8.06985158947256 8.09719908024312 8.5102746560139 8.16684184634532 8.29412266018381 8.15979695169992 8.02935454201378 8.07826711474016 8.49355827955538
204475_at 4.10798938720208 4.15055857446592 4.19352841620336 4.14304410163152 4.08297661071617 4.23752199363391 4.1256381315981 4.15055857446592 4.10932099783089
204476_s_at 8.70910657137644 8.71929732289164 8.21111381571757 8.71929732289164 8.24445743551146 8.71013095494759 8.71929732289164 9.1375954521301 8.69916275865042
204477_at 6.68340624062883 6.68340624062883 6.6481211584205 6.68340624062883 6.68340624062883 6.93212550360855 6.70449141138342 6.51822531036697 6.68340624062883
204478_s_at 7.12578666340242 7.33792026151184 7.43450208638171 7.09444470526497 7.93329119493295 7.10017981983528 7.41994095279275 7.33792026151184 7.41458512493653
204479_at 7.08215751611347 6.82932857000989 7.10030844082295 6.68930306762374 7.49596234725258 6.93826927355654 7.08215751611347 7.25061892895483 7.52477117883644
204480_s_at 8.5195696319287 8.65330664875289 8.70525064234182 8.85287435775383 8.72145789652751 9.42737324151826 8.86479124015196 8.81915218232463 8.74107720294113
204481_at 6.32678095367764 6.34518552249963 6.55771004290655 6.36572624585003 6.76021181334444 6.44315674537425 6.20796979844298 6.36572624585003 6.38779726138207
204482_at 9.31666072654726 8.91006168657244 8.8816562063485 9.55041978157227 9.51428314230752 8.78024550726039 8.5355463062139 9.01823400590267 9.01823400590267
204483_at 5.12851645494625 5.30966875153914 5.41259309286222 5.17223750753571 5.37129046402362 5.04680245831803 5.27064672315025 5.27064672315025 5.5121163297343
204484_at 8.3046558824625 8.32419543805473 8.38983467429682 8.71727791090223 8.6030241504892 8.20145500946347 8.57690289773321 8.29888259960072 8.49900848153706
204485_s_at 4.19537587881699 4.23000891363333 4.45024614222981 4.2186858168906 4.72427823929922 4.41723409463502 4.3835160866694 4.34922468988787 4.51312319774401
204486_at 4.72594594868235 4.61665315183923 4.92987119766277 4.64999155363442 4.77113180377047 4.57984918571958 4.4395338151499 4.52741832572222 4.57371408552361
204487_s_at 6.7991399945681 6.76844576443472 6.76844576443472 6.82513131133095 6.90048838881196 6.67072096730746 6.64511535608171 6.74764765637485 6.96449581910801
204488_at 6.92449720071166 7.01933509827776 6.72155151225391 7.07059463110995 6.59944532330895 6.78383505177427 7.00272253528769 7.05777946157454 7.01889127042726
204489_s_at 9.62059753169338 8.63580251728742 8.28956826313724 8.48161469141162 8.19836335041057 8.8854458257663 8.06590555710758 9.6115706970839 8.73030074184992
204490_s_at 8.21090050033684 7.1188789982437 7.1188789982437 6.80541919401047 7.1188789982437 7.11668536354527 6.35290962369546 7.85927371206501 7.1188789982437
204491_at 7.53080573868211 7.33052280874095 7.19159104173033 7.23328342453081 7.11936637774801 7.2666844806736 7.2666844806736 7.33375209029605 7.26865394251675
204492_at 4.39271069922765 4.34962860040894 4.28989105968289 4.28989105968289 4.28989105968289 4.30484401208932 4.28989105968289 4.27389561557027 4.18679412001202
204493_at 5.8987848539294 6.00880729198705 6.0071717592712 5.8987848539294 5.8267835794181 6.061339148121 5.84085136595365 5.69639970994912 5.8987848539294
204494_s_at 7.62281291365982 7.62153148020478 7.73967541938922 7.51442470791835 7.52932068405776 7.48315422519833 7.5193185113302 7.44843439776548 7.66853433176886
204495_s_at 6.28873722090634 6.07722045888775 6.47784448743354 6.28873722090634 6.2010646951029 6.38448123704119 6.24177821704419 6.3110974429827 6.37462250613636
204496_at 4.57901000629779 4.68554693483999 4.38047217195979 4.78622013776895 4.57106506646968 4.45711571893641 4.63377939480896 4.63861343215494 4.63649680978321
204497_at 5.40008445161831 5.68992967709393 6.8938829083515 5.68999843648482 6.09102388400136 5.54371290127648 6.00819716159201 5.80436258971322 6.19779889302086
204498_s_at 6.26302470901365 6.2263254318404 6.42709043875214 6.26302470901365 6.26302470901365 6.26302470901365 6.14061023529467 6.26332821756405 6.31620153198787
204499_at 7.06569514542602 6.96696526738962 6.82260358493341 7.07595027191209 7.2384924948061 6.72020431027454 7.39039208236673 7.21650860881841 7.07829456522591
204500_s_at 6.82613286741667 6.68508816646786 6.82563071682414 6.90160709166124 6.86723225854387 6.49790182480198 7.51720784827449 6.86723225854387 7.04513701493847
204501_at 6.36298637851977 6.26698668252698 6.73348580690367 6.36075461751637 6.81863505973737 6.16510096821711 6.39463707184003 6.25496889123633 6.6757792210219
204502_at 6.45053956598628 6.78164218556337 6.77231185431715 6.81495097089488 6.9258399714066 6.58512205359431 6.38720339230145 6.53822413629892 6.79585322295726
204503_at 6.74430082131104 6.69409918437421 7.11513113534287 6.70579937565478 6.72687875576515 6.61952621361392 6.64539261788855 6.53556183121245 6.70579937565478
204504_s_at 7.59029893388849 7.3146958157078 7.24749906726469 7.3146958157078 7.21391811157624 7.3146958157078 7.36800037775744 7.3146958157078 7.3146958157078
204505_s_at 7.92570866517076 7.84497994600681 7.79522017648725 7.80395635405816 6.56575334378554 7.88074547769466 8.257791065876 8.10257391431771 7.84102418844266
204506_at 6.14406209282077 6.19724055145524 6.51913743180728 5.98744579119683 6.19724055145524 6.07648879303315 6.30180024371475 6.21315286131023 6.15259073641137
204507_s_at 4.52095372276473 4.6066188275169 4.64147773372844 4.44277790593339 4.56738159065676 4.4414247962636 4.68545956714332 4.6482820768193 4.41709307118828
204508_s_at 6.06674079377018 5.66340066688922 5.9245291032236 5.9245291032236 5.63035204021388 6.0352248797178 5.9245291032236 5.86620323118084 6.16667693351905
204509_at 5.28133513746468 5.4246254015026 5.5260804422754 5.42240323684613 5.43955857920572 5.47869076816266 5.37384502290546 5.33870623439008 5.03882918326838
204510_at 5.98744641537159 5.77623338301232 5.71464485214419 5.56772065657645 5.99744182927191 5.80529283541493 5.85235410534281 5.73763720744122 6.01608147622946
204511_at 6.70322845135925 6.4210027978893 6.97907268055145 6.56771481168772 6.83066744729704 6.81484740132355 6.74710451078711 6.79815747662406 7.21647889701329
204512_at 4.44648067457151 4.50466064545589 4.43036937846434 4.44648067457151 4.49307568907544 4.38659663481175 4.34596660600423 4.49871366825335 4.37336203397039
204513_s_at 8.25571253109869 8.99005255209531 9.40125898955434 8.89850196048979 9.66021155593375 8.31661406467969 9.08600287670198 8.63809774495208 9.46927068555243
204514_at 7.09705086859938 7.16671605691135 7.33764949093785 7.12822118933378 6.98852697635978 7.14572999405266 7.1830866696034 7.00190693534491 7.44427262673134
204515_at 4.12909944606476 4.37150865104682 4.43651612902017 4.25666176116189 4.30379959554344 4.19253553177876 4.32998717870811 4.32600682323294 4.41054733621047
204516_at 4.19961520668781 4.19961520668781 4.08153917421625 4.1793605419695 4.2990413110154 4.26174872547482 4.19961520668781 4.1445438137144 4.19961520668781
204517_at 5.45268142900634 5.64646553784246 5.75655982671605 5.57338743953567 5.8551981640451 5.59455154994002 5.45342594937459 5.70529922808881 5.63932982183565
204518_s_at 5.14182048303731 5.25701053869711 5.30342905312759 5.28890555126142 5.61428055842745 5.26614824289794 5.26614824289794 5.32730597814977 5.26614824289794
204519_s_at 10.2866433668495 9.80922495826852 9.75723180745543 10.4127269709455 9.83380634867099 10.1956066278819 10.5457538490062 10.3755538758174 9.74649712725815
204520_x_at 7.04273121333109 7.04398746383294 6.91968561636478 7.15390574206131 7.29682459171813 7.16586184505444 7.34377839491871 7.15390574206131 7.15390574206131
204521_at 7.06933243733286 6.96463379732946 6.95303612464027 6.47082803926307 6.75831124350379 6.76720141735821 7.49392755450132 7.69791608740459 7.39292555073055
204522_at 7.42983633962562 7.34335911860742 6.82209038126392 7.31676084329597 6.65541993303282 7.3886007089311 7.34369283566212 7.50993171555267 6.74978966470162
204523_at 4.87752946827764 4.9991170203902 4.86610736642412 4.87404676948604 5.17907404702654 4.88212002675035 4.95621364492446 4.8678736911932 4.88212002675035
204524_at 4.92845360745802 4.99483296543287 4.96466252093594 4.84555342273367 5.04206132349441 4.81126678124897 4.84466992878082 4.80136662633031 4.85859869432002
204525_at 3.9579188913642 4.05671574525982 3.99480789772626 3.98061841703301 3.9671448345238 4.06285229206792 4.15155195999382 4.08646387915909 3.98879967195943
204526_s_at 6.93790203601965 6.97075240349669 6.83548728861471 6.93790203601965 7.07874776138823 6.68545424165887 6.93790203601965 6.93790203601965 7.04038789397547
204527_at 5.13575457104201 5.15493574951764 5.18720234142954 4.9419691735588 5.15493574951764 4.8155823792919 5.32522138248096 5.15493574951764 5.32115291025791
204528_s_at 6.63318625589133 6.8349020826744 6.63318625589133 6.62903808600963 7.52049834502178 6.45702478195347 6.514914840483 6.53299160740192 6.6767120314101
204529_s_at 4.47509332354325 4.64195913311011 4.50585261973714 4.57516530918941 4.66007364066544 4.77206070149704 4.82137775692861 4.67133576474984 4.78543887327893
204530_s_at 4.47372470889866 4.46192085791299 4.36197836644384 4.47372470889866 4.19097847971357 4.6049137197833 4.48434168004536 4.60436788839242 4.41539315327067
204531_s_at 4.91198303015937 5.22370244936433 5.16283496742899 5.11369949350665 5.08908343399253 5.03882918326838 5.1239123953411 5.03416699767934 5.11369949350665
204532_x_at 7.06631204697069 7.2953938314284 7.14462949542252 7.08107260064148 7.06507668581864 7.12353887327422 7.08107260064148 7.00964254649742 7.16320237587686
204533_at 6.25176574024263 6.41426771876252 6.31249994016065 6.53767737912014 6.3388585996485 6.39341143712151 6.28817322864881 6.20215786157411 6.31249994016065
204534_at 5.61363463567801 5.63962184123867 5.71763373370254 5.70895002688747 5.4701792573842 5.64630030215386 5.53561817895277 5.63962184123867 5.63962184123867
204535_s_at 6.8290232526889 6.9478567615413 6.67413702780345 6.75743575410101 6.28336405566622 6.84453441979037 6.7410231222375 6.7410231222375 6.56329493447219
204536_s_at 5.69081236971015 5.96338411996661 6.08842621125089 5.88420510638467 6.31720716812921 5.93537288975249 5.98929055406176 6.02010492025985 6.12022964939292
204537_s_at 5.43268823766234 5.80878742024319 5.71806943129034 5.58334914097646 6.10217729534404 5.64441903050315 5.81640119056535 5.69524555977288 5.70760612205712
204538_x_at 11.2748265758613 10.5607446565743 10.7391256174954 11.0218328236717 10.348791723162 11.2228148046503 11.1323142223427 10.5160065909044 10.7659048977248
204539_s_at 5.38290065032892 5.38290065032892 5.76526004509452 5.32280474415881 5.39249459840293 5.45028571441707 5.26842722368052 5.35218220546345 5.48498481606836
204540_at 9.14138607365842 8.93549479931322 8.56982062232363 7.62641914971776 6.22535919059546 7.68751188022643 9.59709218001817 9.53153900886359 8.58037713627585
204541_at 7.6442522206295 7.41907247934683 7.26827117201674 7.35185569438928 6.84010009676077 7.183619857767 6.84961916065117 7.18659745697964 7.18659745697964
204542_at 6.54531931162842 7.14460888124496 7.12385402278602 6.85038259071958 6.98888324333802 6.90536723386967 6.88641687630198 6.83796563934935 6.75828648767291
204543_at 7.04059545412902 7.06652191477345 7.24044716237691 6.94785602499895 6.94785602499895 6.92524271346246 6.77783124516197 6.77296687585191 6.88476769375296
204544_at 6.17146149875305 5.6459938446976 5.41181555681501 5.59606048769949 5.93311035402533 5.65248185877257 5.64225366110051 5.6459938446976 5.53759310042042
204545_at 6.59046583383864 7.58107619177754 8.36446651491936 7.13423804611161 8.4564272066883 7.79541474148015 7.41162467970763 7.49313865668092 7.652443405975
204546_at 8.98190585765024 8.50084606397035 8.45642927980832 7.74234117675492 7.71610315473514 8.14197622242502 9.02889444890075 9.01603693511868 8.50084606397035
204547_at 9.36755587856446 8.56755872616725 8.49679675953143 9.32140642216185 9.53713591168905 8.90760729621135 9.34008321399377 8.83531396115636 9.62176798664202
204548_at 6.51167846547626 6.28473143107474 6.33145149872326 6.00795832696918 6.26397276522587 6.12129866808404 6.4042266943298 6.64764828940703 6.23668549090421
204549_at 6.73983980530674 6.89987514780368 7.30184990418324 6.9343821823573 6.87546535283759 6.86133804021769 6.86227391824602 6.89987514780368 6.8067763535363
204550_x_at 8.72955505040149 8.59323767159112 8.20048161026906 8.42838788914951 7.91857965547554 8.47446853446134 8.13526201326757 8.79382035853083 8.84129146584056
204551_s_at 6.74176512955174 6.71054180090359 6.83293226115071 6.74176512955174 6.75949598735283 6.75331872669102 6.72022643646845 6.76064698153457 6.74698971537888
204552_at 5.44944151874473 5.48699048225758 5.38890719940062 5.28744365858706 5.18381117231503 5.44944151874473 5.76720110643309 5.67243737690472 5.43336062661694
204553_x_at 6.19207484147651 6.1946243556812 6.29338415965545 6.1264181543302 6.15773176292936 6.36519779593128 6.31222591231372 6.31222499123219 6.28016371581743
204554_at 5.97915728592185 6.06739842390475 5.88753730085333 5.96695451960603 5.91108674562162 5.82972207746579 5.97915728592185 6.00758300578737 6.00734174306881
204555_s_at 5.75324733680245 5.75324733680245 5.74023766696881 5.64714970670595 5.49378250261377 6.01603460112658 5.76945418771944 6.21678133578752 5.69825687781595
204556_s_at 7.63014337496473 7.52527397152109 7.24946859436487 7.40203493250801 7.28061489739526 7.7079878731935 7.7729593112656 7.718948928175 7.6472012914774
204557_s_at 5.06953060183916 4.86819396548765 4.66054070436012 4.71431196298635 4.89962414788092 4.79136078159471 5.26130514578592 4.89962414788092 5.05996840191789
204558_at 6.31895714071092 6.35768548622939 6.39128626619895 6.37012823561978 6.65283772839485 6.33344769109353 6.1980356820042 6.46002821934624 6.67363496102254
204559_s_at 7.42050483736644 6.72312341140622 6.97968447553346 6.66473865374601 7.29338155337144 6.73537976001335 6.83374880923035 7.3138836437811 7.16478598361311
204560_at 6.32794973654876 7.38248143575559 6.10031723419951 6.21072973592524 6.08907907283063 6.01057832848129 5.34003979870152 6.10031723419951 6.10031723419951
204561_x_at 8.59563436828272 8.50817307828438 8.63531275139425 8.79906551490267 8.22088861676978 8.50817307828438 8.12892300910107 8.27174124102683 8.83924934690988
204562_at 6.44716424582857 6.50965746148338 6.70812892586068 6.4591238353125 6.53596540971902 6.48981036186453 6.55575140242402 6.38300756948819 6.56173702762359
204563_at 5.83530145973977 6.59300278660707 6.92772210248553 7.01361984780228 6.77032443851458 6.10923773720492 6.11381690983364 6.09330378946876 6.21824372136902
204564_at 5.99553626885822 6.27636364105159 5.91841543392091 5.94878268681873 6.08608452412888 5.79983549915826 5.99553626885822 6.01146387991144 5.99553626885822
204565_at 8.2847450547247 7.91724538069196 7.86988177229168 7.29280807445956 7.63420520033908 7.92770666926613 8.17306378759962 8.65934837395405 8.02805114159287
204566_at 4.71918846957687 5.15051710997711 5.17584389915453 4.96996621265715 5.70233196319966 4.75018903832515 4.81958516395796 4.87586888089883 5.27634877602606
204567_s_at 5.1802984195584 5.51662240969102 5.50870829591212 5.64646553784246 5.68013154473053 5.48792140270045 5.22533659542022 5.17930275969014 5.94933073098709
204568_at 6.65601609720425 6.60461952645175 7.3109864985667 7.16870072916528 7.3197079327402 7.16062400274414 7.29634228833844 7.18020277165876 7.09246955171456
204569_at 4.3049270725833 4.23000891363333 4.30670169707658 4.30670169707658 4.51168043834716 4.25594129679381 4.38466940915628 4.18991010366056 4.49325713411798
204570_at 7.76531798874195 7.94750438113961 7.66623723684079 7.98475265956525 7.81256167024524 7.73433691610433 7.30014208913025 8.11187402546988 7.39831571420515
204571_x_at 8.27754792929266 7.84846970021679 8.02802843584623 7.8412908482018 8.19914364003325 8.1013487504371 8.1013487504371 8.15191488879875 8.17501771164035
204572_s_at 6.58052480227255 6.87487963785174 7.20886367545119 6.85930031675187 7.21011599218764 7.00415807312603 6.95713969289361 6.75081946020985 7.1517110766701
204573_at 5.58523434214949 5.63295168052879 5.7083706314685 5.75916451592594 5.72137171956298 5.6494068691777 5.72137171956298 5.89622181996545 5.95327455305658
204574_s_at 7.82855792720721 7.87977947558826 7.89728769032705 7.92487135586687 7.59994402244778 7.66303850317789 7.69320188645332 7.70168974187068 7.45437714056235
204575_s_at 6.75158308481177 6.87064248560974 7.08664703840911 6.85769496936143 6.9012609023238 6.79637539704231 6.91563490164288 6.69041903104472 6.90154135045907
204576_s_at 7.5131923961163 7.71639140262588 7.59489319940356 7.44084275611019 7.64294918686244 7.5131923961163 7.46040438798826 7.5131923961163 7.43161681629094
204577_s_at 4.7760020697424 4.8250007182113 4.70416262165365 4.69796399732958 4.74206238339929 4.79864798919948 4.75858689818311 4.81448100675207 4.75746776973737
204578_at 7.131736528575 7.07625117341263 7.006887796726 6.91054266498846 7.03099004546633 7.08330811423847 7.16934504654159 7.34005262808233 7.2983914851141
204579_at 5.81914578480751 5.53848577155722 5.70501314837369 5.66596581528664 5.71611993591471 5.76905657772691 5.62442977857144 5.86642193743252 5.53495475240118
204580_at 4.71985967268827 4.80681288472105 4.80681288472105 4.79899631903676 4.84915533070787 4.80681288472105 4.87368031990106 4.80193863259843 4.78076131564684
204581_at 7.66294354196939 7.11570193095086 7.53168519690235 8.17241044935426 7.93689198029453 7.76844012184812 7.78941565279299 7.58581917601355 7.91590792087994
204582_s_at 6.07437854762414 5.99525402842125 6.03559671837808 5.99525402842125 5.75978517534263 6.08479643413424 6.03559671837808 5.99715081012867 5.84534341639596
204583_x_at 6.32329965617882 6.3926215097599 6.72027878860452 6.49035049388906 6.39394761210578 6.29476765138586 6.40015315235191 6.27888824477611 6.59931976144996
204584_at 7.70694564700296 7.32714524982127 7.439834262908 7.04132906933941 7.11042202373359 6.9399477586722 8.10504501789357 7.5468243569191 7.65196546891229
204585_s_at 6.9603394289523 7.16337556865933 7.53463879472494 7.19917343692983 7.20173253349136 6.93523495899428 6.99063107913758 7.19917343692983 7.59823441421165
204586_at 7.27547923286902 7.19340159720225 7.24312531247745 7.15303706056661 6.45562042717567 7.31614170659399 7.3146958157078 7.22840898938349 7.06808839993781
204587_at 7.94513585680442 7.99555231968984 8.00574670428888 7.837735650973 7.62507990809834 7.9737916855711 8.16315732819546 8.19144251369708 7.95617309656347
204588_s_at 7.71192621996406 7.72679543690232 7.99322032657156 7.88089536405422 7.76954048502834 8.03757306346821 7.50828931853881 7.75267363131518 7.99358630585732
204589_at 8.29006559005404 8.26499258537577 8.50887665500225 8.51866118913554 8.82625575354042 8.01058369684498 8.37622659393842 8.44028572220629 8.37622659393842
204590_x_at 6.57478465209649 6.67479172946729 6.37906740749531 6.54079880939491 6.5197634331089 6.67181521434108 6.73471559032764 6.59931976144996 6.54029405034294
204591_at 5.83199376250939 6.15752499820584 5.81626783572102 5.71014594906557 5.15613701449948 5.75835626733763 6.69382316750877 6.10424981121609 6.37464660291309
204592_at 7.09704477282377 6.99743283074872 7.52872883737272 7.36126635693282 6.45672029196379 7.27984580466595 7.00721871535035 7.11964904301974 6.97734744611958
