Entrez.Gene	Symbol	GSE7621_FC	GSE8397_FC	GSE20141_FC	GSE20164_FC	GSE20292_FC	GSE20163_FC	GSE20333_FC	GSE7621_statPval	GSE8397_statPval	GSE20141_statPval	GSE20164_statPval	GSE20292_statPval	GSE20163_statPval	GSE20333_statPval	metaZscore	metaPval	effect	significance	metaPvalBonf	metaPvalFDR	PD_Avg_Log_FC	PD_Avg_FC
3034	2829	-0.489752408509754	-0.315446981276281	-1.91043136643297	-0.505149675260379	-0.250875077863395	-0.194597989806002	NA	0.105437224025713	0.335649907885615	0.066071330497056	0.585406887995154	0.414924407404118	0.135933368203783	NA	-4.7443770034891	2.09149011620724e-06	2	80	0.0216720205841394	0.000747311054625497	-0.61104224985813	0.654723537439954
3742	435	-0.251292054277669	-0.596266135668944	-1.32569673930766	-0.290506654936195	-0.276209137618579	-0.507081867537677	-0.0364397883890133	0.239261133872592	0.0149692243387741	0.222197643674006	0.771569855326464	0.299514825163211	0.0798230025864684	0.986996986444768	-4.72258789163866	2.32862401516876e-06	1	44	0.0241292020451787	0.00080430673483929	-0.469070339676534	0.722429975488924
2706	5070	-0.585401396063917	NA	-2.5173865663166	NA	NA	-0.214459812395875	-0.466173977797692	0.141857823267663	NA	0.066071330497056	NA	NA	0.138897303967882	0.896536669638073	-4.69027244152459	2.72841516202327e-06	143	129	0.0282718379088851	0.000831214380858473	-0.945855438143521	0.51912165002697
6102	3558	-0.444953452259304	-0.326978522717407	NA	-0.295618092863212	-0.148530410286382	-0.459515977895869	NA	0.0574594421413567	0.147332776050158	NA	0.58841366032215	0.463072222021727	0.0798230025864684	NA	-4.68993354827552	2.73293789354589e-06	46	101	0.0283187024529225	0.000831214380858473	-0.335119291204435	0.792718586884233
3970	461	-0.442397607346734	-0.863474352427751	-1.38425713926472	-0.348698286836346	-0.338983469035714	-0.14999667548838	-0.0787365911646205	0.128320743316517	0.0076429562721438	0.131586293184843	0.590222777261506	0.536175059240965	0.173867090207736	0.942384793048429	-4.68530549690112	2.79542657466436e-06	1	44	0.0289662101666721	0.000831214380858473	-0.515220588794895	0.699685942287065
3242	3205	-0.313572748554543	-0.876516147533369	-1.55061959373912	-0.219371166020846	-0.58408174208024	-0.355003479728968	-0.0435196708100687	0.19130696432016	0.0185666663757319	0.0810471599291571	0.789935701647942	0.343169194668581	0.167725693978088	0.985127212433875	-4.67928083709441	2.8788289854198e-06	1	44	0.02983042594692	0.000831214380858473	-0.563240649781022	0.676780239297075
5081	694	-0.900378375643331	-0.371697004793235	-1.73920357208571	-0.871061729598406	-0.75953754469518	-0.335078345311929	-0.405973363498388	0.219339143778533	0.396142691769183	0.110236388729802	0.310084374950303	0.176347100611074	0.151410445774699	0.92952212894874	-4.67756943485911	2.90295290672482e-06	1	79	0.0300803980194826	0.000831214380858473	-0.76898999080374	0.586828160450057
9599	6517	-0.533897593837662	-0.0363723152715583	-1.22360870799246	-0.655763742032457	-0.567205425142946	-0.469574149265297	-0.283716760980613	0.117340075241511	0.917903444364317	0.14709971864331	0.178785188459761	0.168630239408011	0.104347307384968	0.933016440633298	-4.67425755780977	2.95018909679534e-06	1	79	0.0305698594209933	0.000831214380858473	-0.538591242074713	0.688442829261514
5082	5958	-0.327507629605828	-0.181562908698227	-1.90220258404045	-0.636487436902689	-0.730397476395304	-0.706331588506972	-0.684993844434812	0.358157959141444	0.693156329677003	0.066071330497056	0.426194426939435	0.286961219178256	0.0847491035615084	0.929399992157675	-4.67122540881365	2.99408154624814e-06	1	79	0.0310246729822232	0.000831214380858473	-0.738497638369183	0.599363178918354
8881	1395	-0.575546351113879	NA	-1.62019199349072	-0.666543429120075	NA	-0.389848189906933	NA	0.119275166937227	NA	0.117308245548419	0.216097493715597	NA	0.0873126390357736	NA	-4.66754045935613	3.04826736852171e-06	128	122	0.031586146472622	0.000831214380858473	-0.813032490907902	0.569184195806518
