Entrez.Gene	Symbol	GSE7621_FC	GSE8397_FC	GSE20141_FC	GSE20164_FC	GSE20292_FC	GSE20163_FC	GSE20333_FC	GSE7621_statPval	GSE8397_statPval	GSE20141_statPval	GSE20164_statPval	GSE20292_statPval	GSE20163_statPval	GSE20333_statPval	metaZscore	metaPval	effect	significance	metaPvalBonf	metaPvalFDR
6147	RPL23A	0.0582230288335399	0.563123387722239	-0.138181227383559	-0.173097983005121	-0.102396463461567	NA	NA	0.61012908741974	0.00351097705236412	0.769497407154421	0.872826315775205	0.75514733786532	NA	NA	0.954888881134301	0.339633893191909	++---??	#!###??	1	0.589776312411191
54903	MKS1	-0.0140778038892568	NA	NA	NA	NA	0.131333635754059	NA	0.912662053430447	NA	NA	NA	NA	0.263617421708139	NA	0.954882662002966	0.339637038574299	-????+?	#????#?	1	0.589776312411191
84749	USP30	-0.256377139126955	NA	NA	NA	NA	NA	NA	0.339667640419596	NA	NA	NA	NA	NA	NA	-0.954822157171205	0.339667640419596	-??????	#??????	1	0.589776312411191
148789	B3GALNT2	-0.151895277449297	NA	NA	NA	NA	NA	NA	0.339667640419596	NA	NA	NA	NA	NA	NA	-0.954822157171205	0.339667640419596	-??????	#??????	1	0.589776312411191
54900	LAX1	NA	NA	NA	NA	-0.009548188360335	0.106351491528249	NA	NA	NA	NA	NA	0.953117795398857	0.243259210574346	NA	0.954737270390173	0.339710577031107	????-+?	????##?	1	0.589776312411191
55844	PPP2R2D	0.273447227836638	NA	NA	NA	NA	NA	NA	0.339741905502811	NA	NA	NA	NA	NA	NA	0.954675337539822	0.339741905502811	+??????	#??????	1	0.589776312411191
9392	TGFBRAP1	-0.166903410165026	-0.117353591911729	NA	0.0556245561131785	0.131815913671916	-0.167075342550413	NA	0.409605209478993	0.492847912477465	NA	0.926394136280677	0.561234881521949	0.247244328277151	NA	-0.954656891116928	0.339751236906224	--?++-?	##?###?	1	0.589776312411191
100190939	TPT1-AS1	NA	NA	-0.545716148193935	NA	NA	NA	NA	NA	NA	0.339843193195945	NA	NA	NA	NA	-0.954475128262715	0.339843193195945	??-????	??#????	1	0.589776312411191
151903	CCDC12	0.132429987402835	NA	NA	NA	NA	NA	NA	0.339989256555497	NA	NA	NA	NA	NA	NA	0.954186480972873	0.339989256555497	+??????	#??????	1	0.589776312411191
51246	SHISA5	-0.0580026481661049	NA	-0.563393610525785	NA	NA	NA	NA	0.744066413469038	NA	0.430604305599988	NA	NA	NA	NA	-0.954119451525552	0.340023181030858	-?-????	#?#????	1	0.589776312411191
55915	LANCL2	-0.25902029535475	NA	NA	NA	NA	NA	NA	0.340063041500747	NA	NA	NA	NA	NA	NA	-0.954040698960373	0.340063041500747	-??????	#??????	1	0.589776312411191
147525	LINC00526	0.181216783965022	NA	NA	NA	NA	NA	NA	0.340063898302192	NA	NA	NA	NA	NA	NA	0.954039006237672	0.340063898302192	+??????	#??????	1	0.589776312411191
2752	GLUL	-0.335984789638209	0.31036736574781	0.112184093637874	0.456019431819461	0.339110294236731	-0.118574657689759	-0.665650864351136	0.436959525423481	0.224123523895914	0.83277551996025	0.875622079635888	0.131614697268723	0.783280240955284	0.568794569129393	0.953991765467604	0.340087810609141	-++++--	#######	1	0.589776312411191
3765	KCNJ9	-0.290711720776343	NA	NA	NA	NA	NA	NA	0.340137352149129	NA	NA	NA	NA	NA	NA	-0.953893898769872	0.340137352149129	-??????	#??????	1	0.589776312411191
2561	GABRB2	-0.280756825978651	NA	-0.996800495968818	NA	NA	NA	NA	0.79783677341311	NA	0.362601730442281	NA	NA	NA	NA	-0.953473151501927	0.340350393195558	-?-????	#?#????	1	0.590046975789254
5455	POU3F3	0.367763229878285	NA	-0.650388697911001	0.00561988700550931	NA	NA	-0.0888983617726051	0.0765431239837342	NA	0.357199444806926	0.991347193410638	NA	NA	0.940473793075588	0.952511587793064	0.340837591988191	+?-+??-	#?##??#	1	0.590792761489066
55559	HAUS7	0.00992614858228347	-0.136326218979439	NA	0.406099728911395	0.451265006503467	-0.106215041618961	NA	0.954716198050226	0.563621096469312	NA	0.729369055370608	0.137622518395707	0.399599664150461	NA	0.95237771120844	0.340905459103552	+-?++-?	##?###?	1	0.590811568361098
399761	BMS1P5	0.263115229890935	NA	0.172822384389011	NA	NA	NA	NA	0.534140928185754	NA	0.744557681105409	NA	NA	NA	NA	0.952177535579196	0.341006951860784	+?+????	#?#????	1	0.590888634645726
54664	TMEM106B	-0.100287072381544	NA	-1.58318861822073	NA	-0.00700265499652097	0.166758635562047	NA	0.5956115415096	NA	0.0991460381032329	NA	0.989567171348358	0.664577321971877	NA	-0.951656770758948	0.341271079918385	-?-?-+?	#?#?##?	1	0.591247438574537
8798	DYRK4	0.181182380092344	NA	NA	NA	NA	NA	NA	0.341389166782412	NA	NA	NA	NA	NA	NA	0.951424029721323	0.341389166782412	+??????	#??????	1	0.591287401023243
81552	VOPP1	0.0949147748168571	0.351686488642814	-1.02203234191868	-0.121227470834013	-0.173805760508294	-0.1717605846165	NA	0.611579997157427	0.131507786433095	0.179908114309657	0.8863359271475	0.736088732329203	0.134844979764296	NA	-0.951386378388868	0.341408272565341	++----?	######?	1	0.591287401023243
56920	SEMA3G	NA	NA	NA	NA	NA	-0.0094193780991958	0.687388896582115	NA	NA	NA	NA	NA	0.97421581844342	0.929399992157675	0.951159826387911	0.341523248505775	?????-+	?????##	1	0.591298247036929
114793	FMNL2	0.286317694342383	NA	-0.805054637692545	NA	NA	NA	NA	0.161129942962736	NA	0.388056237187401	NA	NA	NA	NA	0.951149158234389	0.341528663242233	+?-????	#?#????	1	0.591298247036929
10054	UBA2	-0.197972252176693	0.446519955708193	-1.40934807979901	-0.166070702434328	0.116412075894761	-0.105353133183678	-0.1157394594647	0.267077550930923	0.0476047276287415	0.117918114379585	0.853258457673775	0.829981105656944	0.617495782958965	0.942384793048429	-0.950936379018432	0.341636673106269	-+--+--	#!#####	1	0.591386436138851
79188	TMEM43	0.204753611785337	NA	NA	0.0298953175172514	NA	-0.0166215586919716	NA	0.30344078276219	NA	NA	0.963547281969917	NA	0.904256518556061	NA	0.950173757602747	0.342023970518742	+??+?-?	#??#?#?	1	0.59195797269337
4282	MIF	-0.160366016255661	0.227882300187016	NA	-0.392611495331037	0.178161061404298	-0.222753444256066	-0.0611668889911385	0.467940352118178	0.481055257980874	NA	0.594137887084876	0.777624831731189	0.267343278406834	0.966656249090432	-0.950032783626619	0.342095594921872	-+?-+--	##?####	1	0.591983058547167
4234	METTL1	NA	-0.117720998303854	NA	NA	0.0168228780758373	-0.0750695256151968	NA	NA	0.519664751995318	NA	NA	0.942695535697036	0.411376300451577	NA	-0.949727008129653	0.342250982717762	?-??+-?	?#??##?	1	0.592113038693638
124637	CYB5D1	-0.175976579605877	NA	NA	NA	NA	NA	NA	0.342284993415836	NA	NA	NA	NA	NA	NA	-0.949660092979778	0.342284993415836	-??????	#??????	1	0.592113038693638
285590	SH3PXD2B	0.219648282094395	NA	NA	NA	NA	NA	NA	0.342397926678062	NA	NA	NA	NA	NA	NA	0.94943793026562	0.342397926678062	+??????	#??????	1	0.592209533673523
255758	TCTEX1D2	-0.278839931884129	NA	NA	NA	NA	NA	NA	0.342502499355407	NA	NA	NA	NA	NA	NA	-0.949232256300967	0.342502499355407	-??????	#??????	1	0.592291538438039
79036	KXD1	-0.0135789465541052	0.323970079749985	NA	-0.115962012108666	-0.0110511594817044	0.0705768549700529	0.0249332180030803	0.926129899893024	0.10725772761556	NA	0.885340812110241	0.961408876511675	0.477754664641586	0.982447352527306	0.948520992079384	0.342864291261584	-+?--++	##?####	1	0.592725799981905
10929	SRSF8	-0.112058387184	0.201574627884747	-0.184799347833162	-0.0171552471236236	-0.00074133899705231	-0.17619929958413	NA	0.559056359445146	0.36855582946872	0.76733837571365	0.98049797021025	0.998162522811222	0.149324387729321	NA	-0.948277546019786	0.342988178707251	-+----?	######?	1	0.592725799981905
221491	C6orf1	-0.241718689958971	NA	NA	NA	NA	NA	NA	0.342992146279053	NA	NA	NA	NA	NA	NA	-0.948269750438437	0.342992146279053	-??????	#??????	1	0.592725799981905
153527	ZMAT2	-0.1534403583079	NA	NA	NA	NA	NA	NA	0.34301035299935	NA	NA	NA	NA	NA	NA	-0.948233978171568	0.34301035299935	-??????	#??????	1	0.592725799981905
1880	GPR183	NA	NA	NA	NA	NA	-0.307793908169764	NA	NA	NA	NA	NA	NA	0.343039627725486	NA	-0.948176462211423	0.343039627725486	?????-?	?????#?	1	0.592725799981905
26610	ELP4	0.320866603885612	0.127475935149033	NA	0.0520326443938135	NA	-0.148483796177457	NA	0.155012118379827	0.549730639854468	NA	0.938755288214757	NA	0.315229592962683	NA	0.94756821284545	0.343349314877529	++?+?-?	##?#?#?	1	0.593161987455978
5691	PSMB3	-0.136008265029623	0.606734097198428	NA	-0.280604611545211	-0.0712413861372987	-0.129774937872563	-0.447333251534198	0.524324072284561	0.0301019902992034	NA	0.760229697059712	0.863388126365427	0.408156720257752	0.929399992157675	-0.947343085194416	0.343463982777358	-+?----	#!?####	1	0.593261175119017
23549	DNPEP	-0.0863690371271559	0.208160362616559	NA	0.00393765635020937	0.0464648581161065	0.0648311595820861	0.0650275704157242	0.543491105537311	0.193538099093565	NA	0.995672666071298	0.822016237233308	0.552813508201628	0.960367408883952	0.947105269569804	0.34358513981222	-+?++++	##?####	1	0.593312778552769
57539	WDR35	-0.219021536535465	NA	NA	NA	NA	NA	NA	0.343641406323226	NA	NA	NA	NA	NA	NA	-0.946994843882163	0.343641406323226	-??????	#??????	1	0.593312778552769
643763	UG0898H09	-0.433549868528291	NA	NA	NA	NA	NA	NA	0.343665633745775	NA	NA	NA	NA	NA	NA	-0.94694729997654	0.343665633745775	-??????	#??????	1	0.593312778552769
1728	NQO1	0.368700342197486	0.608479199010548	NA	0.17362024791643	0.067897892876875	-0.194227992897144	-0.289952977194178	0.437349924868199	0.0625177969543774	NA	0.894009358072893	0.879827204821526	0.389185365162372	0.929399992157675	0.946612360998837	0.343836342853288	++?++--	##?####	1	0.593508609802727
23269	MGA	0.377968660575582	NA	-0.829695482133911	NA	NA	NA	NA	0.100415315806774	NA	0.203347583220869	NA	NA	NA	NA	0.946217512826642	0.344037655538495	+?-????	#?#????	1	0.593757192986323
81035	COLEC12	-0.214183584428421	0.592245655368607	NA	0.168182343589931	-0.239095987289214	-0.184300479046836	-0.361772967616179	0.491111229012475	0.0754708523867825	NA	0.844172666083288	0.466018426466317	0.377485316223556	0.929399992157675	-0.945824702018578	0.344238004122686	-+?+---	##?####	1	0.593834963041146
29890	RBM15B	-0.0616715115936879	NA	NA	NA	NA	-0.0428348473541309	-0.0928604608912993	0.686300293007081	NA	NA	NA	NA	0.736465451354805	0.937414298935745	-0.945810289945057	0.344245356249058	-????--	#????##	1	0.593834963041146
3151	HMGN2	-0.17691004173032	0.547141668463272	-0.212124530287053	0.0610172755359635	-0.433745206625522	-0.11891694694609	0.00697049497225066	0.523631884894942	0.0563386136609807	0.777868697812089	0.942865652770079	0.395099928366016	0.39118610091561	0.997953086162881	-0.945792083474567	0.344254644179518	-+-+--+	#######	1	0.593834963041146
54954	FAM120C	0.228941352939288	NA	NA	NA	NA	NA	NA	0.344467587251808	NA	NA	NA	NA	NA	NA	0.945374752246996	0.344467587251808	+??????	#??????	1	0.594082274143919
23037	PDZD2	0.100402671401412	-0.0116943052779419	-0.878276066433415	0.494088242000403	0.206868613317786	0.15466719480979	NA	0.712276028029172	0.960407085595468	0.233502668499781	0.49995059918312	0.763231427578063	0.384377155793866	NA	0.945286400373302	0.344512679533952	+--+++?	######?	1	0.594082274143919
5651	TMPRSS15	NA	-0.223153500517998	NA	0.202606760280175	0.141414920077819	0.111821725188683	0.0984454425544614	NA	0.121435022507174	NA	0.773802260097519	0.560886030704361	0.404810548541977	0.93338812403712	0.944955938010286	0.344681371507224	?-?++++	?#?####	1	0.594219732082696
55253	TYW1	-0.0748178106842268	0.0194154487656535	NA	0.0334234522790267	0.155401123694776	0.0926828040030934	NA	0.706839832832971	0.910069811185339	NA	0.96957739953502	0.498592234296981	0.561319329301968	NA	0.944905576122702	0.344707084496148	-+?+++?	##?###?	1	0.594219732082696
57130	ATP13A1	0.195107427775153	NA	NA	NA	NA	NA	NA	0.344857976041635	NA	NA	NA	NA	NA	NA	0.944610085716638	0.344857976041635	+??????	#??????	1	0.594380962698507
84298	LLPH	-0.25913425839076	NA	NA	NA	NA	NA	NA	0.345040337148711	NA	NA	NA	NA	NA	NA	-0.944253078610737	0.345040337148711	-??????	#??????	1	0.594596370120563
84134	TOMM40L	-0.218404615550962	NA	NA	NA	NA	NA	NA	0.345221992436862	NA	NA	NA	NA	NA	NA	-0.943897572892715	0.345221992436862	-??????	#??????	1	0.594797924025127
