Entrez.Gene	Symbol	GSE7621_FC	GSE8397_FC	GSE20141_FC	GSE20164_FC	GSE20292_FC	GSE20163_FC	GSE20333_FC	GSE7621_statPval	GSE8397_statPval	GSE20141_statPval	GSE20164_statPval	GSE20292_statPval	GSE20163_statPval	GSE20333_statPval	metaZscore	metaPval	effect	significance	metaPvalBonf	metaPvalFDR
55000	TUG1	0.416439523630941	0.181545803523711	NA	0.294234798959291	0.331651991594914	-0.383257200495825	NA	0.247840388021423	0.377919169275712	NA	0.671907771220509	0.393517273072403	0.486937071088722	NA	2.09828203513745	0.0358802385320574	++?++-?	##?###?	1	0.173490915384591
18	ABAT	-0.513565980388898	0.848159328852599	-1.00665768373474	-0.115749577403724	-0.343588145719625	-0.0825061218711234	NA	0.0499901320717369	0.0220733283902366	0.324711206227856	0.921863873307452	0.45352328470521	0.512628122075663	NA	-2.0964021750634	0.0360465296241148	-+----?	!!####?	1	0.17414763859445
1387	CREBBP	0.411065877059687	-0.0734566310768896	NA	-0.0669890196498022	0.154684441965618	0.254910159462327	-0.0676979220919991	0.0486138238842896	0.763076860001464	NA	0.938503358923648	0.78126529164995	0.2417572533332	0.960367408883952	2.09636674083707	0.0360496704096791	+-?-++-	!#?####	1	0.17414763859445
157680	VPS13B	0.327623582880008	0.197065435072685	0.230133332816821	0.016029455535822	0.170731799083919	0.268474432588922	NA	0.40374375632891	0.332176774454383	0.654455026634531	0.986994953674361	0.757969679733488	0.380328581166766	NA	2.09372930971796	0.0362841004427725	++++++?	######?	1	0.17519843839143
2060	EPS15	-0.252999489174128	0.553813376546978	-1.96821303315655	-0.541267987501518	-0.407163626802534	-0.0121509762697727	-0.244669189214343	0.289260861607829	0.0619293610514654	0.0982633034914837	0.366170572696984	0.487169395623335	0.884826811979606	0.929399992157675	-2.09318529666586	0.0363326167604503	-+-----	#######	1	0.175350989693426
596	BCL2	0.369053723351977	1.22349600265618	-0.0993814445930861	0.359023177431773	0.0449384936849517	0.106740406858092	-0.0963414356297942	0.342284993415836	0.00329559367048997	0.923332377670775	0.86731825156002	0.951676993260913	0.701606825972738	0.942384793048429	2.0914800849624	0.0364850498222	++-+++-	#!#####	1	0.175871919234595
9462	RASAL2	-0.229220751517428	NA	-1.50833379904761	NA	NA	NA	NA	0.441239227402558	NA	0.112126238889867	NA	NA	NA	NA	-2.09119893295904	0.0365102349498552	-?-????	#?#????	1	0.175871919234595
23338	JADE2	0.675428503806152	-0.0467252381168279	NA	-0.171257386927396	0.361708340110013	0.00739008259746399	NA	0.054795040891329	0.860895492500851	NA	0.918457099505923	0.41736493790898	0.971991953915793	NA	2.09111478770705	0.0365177754207808	+-?-++?	##?###?	1	0.175871919234595
129285	PPP1R21	-0.639617859692018	NA	NA	NA	NA	NA	NA	0.0365230143524807	NA	NA	NA	NA	NA	NA	-2.09105633439403	0.0365230143524807	-??????	!??????	1	0.175871919234595
3993	LLGL2	0.301010140660892	NA	NA	NA	0.075292127509563	NA	NA	0.134833327223094	NA	NA	NA	0.693073854167889	NA	NA	2.09095819928463	0.036531811241604	+???+??	#???#??	1	0.175871919234595
7024	TFCP2	-0.316845952973233	NA	NA	NA	NA	-0.0753595729978365	NA	0.167376782587871	NA	NA	NA	NA	0.586512471358166	NA	-2.09084021621023	0.0365423897039261	-????-?	#????#?	1	0.175871919234595
23172	FAM175B	-0.154528283042115	NA	-0.972170224041537	NA	NA	-0.0661069136481576	NA	0.417140950968691	NA	0.152899921734829	NA	NA	0.628056873075546	NA	-2.09028539087998	0.0365921708150188	-?-??-?	#?#??#?	1	0.176029746511246
2810	SFN	0.228220795839718	0.568045122733634	NA	-0.298928467182479	0.325523512860784	0.198952872177276	-0.697196236448727	0.606469218474496	0.0180953903566622	NA	0.778245353104178	0.417644410168655	0.300970295242338	0.696353066317217	2.0884400173677	0.0367581608658583	++?-++-	#!?####	1	0.176746200877969
9829	DNAJC6	-0.358254433044619	0.346529382188631	-2.18512145380813	-0.902832983452436	-0.130628759159844	-0.0269179962720028	NA	0.19267078429533	0.429312445090344	0.0997072270955933	0.259593654393857	0.822016237233308	0.8746463087867	NA	-2.08634510812697	0.0369473734024195	-+----?	######?	1	0.1775736007402
27246	RNF115	-0.199936528933545	-0.432517070256928	NA	NA	NA	NA	NA	0.436988738310896	0.10310952134291	NA	NA	NA	NA	NA	-2.08597963470763	0.0369804678492387	--?????	##?????	1	0.177650258624855
27344	PCSK1N	-0.367768900018982	-0.775221265110264	NA	-0.577893975588655	NA	NA	0.450545027627898	0.238329489115154	0.115552277925952	NA	0.697379306131001	NA	NA	0.929399992157675	-2.08452990783908	0.0371119926800378	--?-??+	##?#??#	1	0.178199475509987
26013	L3MBTL1	0.376937897389252	-0.0678914852675385	NA	-0.152282137680841	0.213479082998083	0.296862223532925	NA	0.232579081621309	0.62294895832899	NA	0.816542409653853	0.361817937055564	0.22373296035913	NA	2.08384080298221	0.0371746504604475	+-?-++?	##?###?	1	0.178417660060749
1184	CLCN5	-0.307941783536633	NA	-0.192612344323963	NA	NA	-0.0726190994997324	NA	0.22708625167395	NA	0.798535271233093	NA	NA	0.348788194816581	NA	-2.08350693120314	0.037205040572527	-?-??-?	#?#??#?	1	0.178480847413206
64089	SNX16	-0.498395426177948	NA	-0.647235123270483	NA	NA	-0.0400917810664208	NA	0.123568831485301	NA	0.391566601526773	NA	NA	0.926366675889959	NA	-2.08266490395095	0.0372817786211246	-?-??-?	#?#??#?	1	0.17870866617628
84549	MAK16	-0.349634848286613	0.196408376747812	NA	-0.529754892620032	-0.150364672722883	-0.0949879708745893	NA	0.183193786139092	0.30629495178417	NA	0.370358686418618	0.539779772021767	0.465977113103096	NA	-2.0826074084054	0.0372870233809224	-+?---?	##?###?	1	0.17870866617628
8569	MKNK1	0.495397367099015	-0.0237041089749717	NA	0.104953286282141	NA	0.119086640358136	NA	0.110599209615151	0.902069965181015	NA	0.912738811864365	NA	0.425859876210338	NA	2.08150419304779	0.0373877807041341	+-?+?+?	##?#?#?	1	0.179108730308015
10042	HMGXB4	0.127900860192883	0.267367182985825	0.133216047186146	-0.227156841712615	0.285992839627596	0.0506715355696858	NA	0.480725213794928	0.243784303543569	0.843179028294016	0.771569855326464	0.258420667747609	0.826672008595732	NA	2.08097159462315	0.0374365061217814	+++-++?	######?	1	0.179259277464833
23637	RABGAP1	-0.100887324405988	0.388688219628824	-1.51494492858187	-0.379830098247893	-0.30111589398285	-0.294603206473822	0.242840072627054	0.492354346670867	0.253424652041385	0.121410038749423	0.760229697059712	0.419153776587404	0.189981029147518	0.929399992157675	-2.08049681563842	0.0374799874088352	-+----+	#######	1	0.179384586388153
11100	HNRNPUL1	0.0570602812534453	0.373043040295749	-0.492282627925487	0.331887418702273	0.184470271635415	0.15828893200748	NA	0.747180004143611	0.0837476966805285	0.495743172704518	0.738279902023	0.70271601064722	0.267081738650047	NA	2.07964855189443	0.0375577802311304	++-+++?	######?	1	0.179673923709591
57235	KIAA0485	0.644270149931159	NA	NA	NA	NA	0.169369238504062	NA	0.12391434944783	NA	NA	NA	NA	0.733626200276146	NA	2.07876234695975	0.0376391992858232	+????+?	#????#?	1	0.17994518524376
55151	TMEM38B	0.336594440410231	NA	NA	NA	NA	0.200675575990465	NA	0.219610185978792	NA	NA	NA	NA	0.469933265949009	NA	2.07865344813775	0.0376492145925953	+????+?	#????#?	1	0.17994518524376
23786	BCL2L13	-0.522020952865152	0.816507056782537	NA	-0.375309190717799	-0.0506430806201585	-0.432036287496205	NA	0.0858093640417709	0.0603620080422542	NA	0.415554637426446	0.928900021623801	0.0925332648075361	NA	-2.07773435976218	0.0377338325152277	-+?---?	##?###?	1	0.180266469581738
11198	SUPT16H	-0.123360354732889	-0.424443345318538	NA	-0.0594012647084572	-0.0508303992319927	-0.0946432014369893	0.0135881696682141	0.464274939557215	0.0741689981149309	NA	0.927694351811711	0.871890382746126	0.406240087087657	0.990633567282336	-2.07740720898484	0.0377639914021741	--?---+	##?####	1	0.180327409635635
83856	FSD1L	-0.814253217511898	NA	NA	NA	NA	NA	NA	0.037827665443925	NA	NA	NA	NA	NA	NA	-2.07671722941392	0.037827665443925	-??????	!??????	1	0.180548258558245
56946	EMSY	0.623380836136763	NA	NA	NA	NA	NA	NA	0.0378705763622374	NA	NA	NA	NA	NA	NA	2.0762527985863	0.0378705763622374	+??????	!??????	1	0.180669409835134
5327	PLAT	-0.00448971612019733	0.532702019993691	NA	0.551900275705933	0.285472298780028	0.098399551213733	0.515071336775232	0.989162069881155	0.190066275370122	NA	0.819728654519578	0.59167181215635	0.729145221647152	0.929399992157675	2.0760652124461	0.0378879200513169	-+?++++	##?####	1	0.180669409835134
10769	PLK2	-0.33229751898535	NA	NA	NA	NA	-0.306288748320862	NA	0.306791036593695	NA	NA	NA	NA	0.328112489809074	NA	-2.07556541558554	0.0379341628528738	-????-?	#????#?	1	0.180800146940718
8729	GBF1	-0.324781780818679	-0.345063756725041	NA	-0.231352162717399	NA	0.00728701409966526	0.0933949295730025	0.140093736900803	0.148159290937787	NA	0.781716759628386	NA	0.953579022222331	0.937414298935745	-2.07539184367519	0.0379502335066648	--?-?++	##?#?##	1	0.180800146940718
10121	ACTR1A	-0.721027050876128	0.0285416732129562	-1.4275864670964	-0.406940339034916	0.484622743952706	-0.429102626869028	-0.146872566058572	0.0769904122225458	0.949721997520949	0.163927524234918	0.471930807035893	0.232371655762508	0.120973899173245	0.942384793048429	-2.07437519987665	0.0380444787223111	-+--+--	#######	1	0.181165849503947
26098	EDRF1	0.193744185327821	0.17629595039846	NA	-0.132394235615251	0.212149669219892	0.185583020421866	NA	0.357419031351897	0.377434257395946	NA	0.919036370086861	0.728897510821777	0.294054150371565	NA	2.07408649893766	0.0380712782212129	++?-++?	##?###?	1	0.181210190596329
10066	SCAMP2	0.27287637190298	0.181209696693522	NA	0.0976452113887465	0.0174896006668082	0.0478250702929568	0.105987666020956	0.147309787128085	0.328610736649066	NA	0.893312641558366	0.953117795398857	0.723131506712389	0.942384793048429	2.07327414314026	0.0381467736508254	++?++++	##?####	1	0.181486165550897
164832	LONRF2	-0.462101067574475	NA	-1.05688081521486	NA	NA	NA	NA	0.322228858101143	NA	0.20517141412243	NA	NA	NA	NA	-2.07276989468385	0.0381936994518446	-?-????	#?#????	1	0.181626027407074
5134	PDCD2	-0.782003255032	0.574119734861897	0.0619318506708222	-0.314515204592188	-0.395573650558101	-0.150743740156168	-0.112938024151458	0.0660507146780045	0.0472302595025261	0.910857375225307	0.769925295743035	0.242497513648184	0.605259661663958	0.965711645680341	-2.07156424271937	0.0383060974823957	-++----	#!#####	1	0.181949565530674
2778	GNAS	0.304677772193673	-0.717099282634594	-1.45466046293424	-1.89715930264585	-0.128473062355464	-0.64452542007972	0.171486280155988	0.199181939539949	0.0264437414535004	0.208732515699249	0.166736651470573	0.799080113950001	0.209066874878687	0.97949721642765	-2.07152486665636	0.038309773089511	+-----+	#!#####	1	0.181949565530674
55048	VPS37C	0.219754245833128	0.20028785435917	NA	-0.116399711362719	0.0597014908320439	0.0615091080213297	NA	0.125933115145892	0.23625182182965	NA	0.902693829573412	0.816801193129797	0.741289853985805	NA	2.07147516015203	0.0383144134325353	++?-++?	##?###?	1	0.181949565530674
5873	RAB27A	0.520639275927999	NA	NA	NA	NA	0.172987481492189	NA	0.123159319971701	NA	NA	NA	NA	0.742238700848241	NA	2.07068952904909	0.0383878193858722	+????+?	#????#?	1	0.182214651615395
4833	NME4	0.175049041079967	0.113922954140628	NA	0.169000656403433	0.200493150238858	NA	0.271276378055424	0.404759858873982	0.622503504550111	NA	0.858082776499355	0.62149603367235	NA	0.929399992157675	2.07021786337308	0.0384319471803785	++?++?+	##?##?#	1	0.182340584561851
3633	INPP5B	0.206884754353763	NA	NA	NA	NA	0.125240488161175	NA	0.258489069838272	NA	NA	NA	NA	0.400402433040815	NA	2.06966757174089	0.0384834855019871	+????+?	#????#?	1	0.182501545433222
25847	ANAPC13	-0.387753159585777	0.385721180562397	NA	-0.424168110393307	-0.443436809839167	-0.0577076190040451	NA	0.16878049079463	0.0389606734978862	NA	0.42965432891018	0.248922071710358	0.585658047637185	NA	-2.06935235810496	0.0385130337227719	-+?---?	#!?###?	1	0.182556952617937
539	ATP5O	-0.319736665305131	0.510558919894184	-2.05754360863918	-0.274331360220362	-0.643287743025645	-0.0582006670487587	-0.213189186165243	0.274793652331055	0.00351097705236412	0.0818565887722758	0.624948421279701	0.410034923251978	0.524137576604652	0.93338812403712	-2.06916294901757	0.0385307982602465	-+-----	#!#####	1	0.182556952617937
7532	YWHAG	-0.326447244961173	NA	-1.12129664345025	NA	NA	NA	NA	0.305838301081771	NA	0.223309134849861	NA	NA	NA	NA	-2.0689793682737	0.0385480228071846	-?-????	#?#????	1	0.182556952617937
56934	CA10	0.073763046783859	-1.09740558165966	NA	NA	NA	-0.21075413638521	NA	0.887517164470871	0.00748406247668363	NA	NA	NA	0.442540308731179	NA	-2.06813840708321	0.0386270100471602	+-???-?	#!???#?	1	0.1828474545951
50814	NSDHL	-0.14506879330551	NA	NA	-0.141543352354751	-0.178348355095679	-0.185123895897721	NA	0.55485582735753	NA	NA	0.845942288235796	0.621424950181083	0.299107956091649	NA	-2.06788250020872	0.0386510733660894	-??---?	#??###?	1	0.182877818365031
91012	CERS5	-0.120668564154435	NA	-0.953853867715416	NA	NA	NA	NA	0.423210233360408	NA	0.12538999685307	NA	NA	NA	NA	-2.06763211559922	0.0386746297458698	-?-????	#?#????	1	0.182905756926838
1431	CS	-0.0456002757676899	-0.419286381413993	-0.993045427859712	-0.171343857846274	NA	NA	NA	0.836912872552192	0.10916554679373	0.214209201892481	0.897668905679388	NA	NA	NA	-2.06683096418807	0.0387500846794628	----???	####???	1	0.18317900431049
51141	INSIG2	-0.216735477494232	0.0805408852234564	NA	-0.200409930161134	-0.384942690244058	-0.330733181733452	NA	0.54747499005155	0.800676617155567	NA	0.742769778344001	0.476114160074651	0.273087984003282	NA	-2.06619302688503	0.0388102570205524	-+?---?	##?###?	1	0.183296746698222
8027	STAM	-0.342895628933499	0.380982845012916	NA	-0.4539220272736	-0.198704262120074	-0.254104310300791	-0.715768156978241	0.283647181434783	0.233381296773968	NA	0.543378743673756	0.788018670917022	0.238565429308597	0.929399992157675	-2.0661918213833	0.038810370802538	-+?----	##?####	1	0.183296746698222
7095	SEC62	-0.254404703274144	1.58932999859142	-1.57532818553682	-0.165049015247194	-0.375874877537763	-0.122272252088012	-0.00635509482830621	0.0804403765713893	0.00191987461505768	0.0883227914443192	0.951414595969897	0.542563703858839	0.281640236859359	0.998721335394231	-2.06592614578459	0.0388354536640827	-+-----	#!#####	1	0.183331649597825
131408	FAM131A	-0.224536787906727	-0.962573475374929	NA	-0.0859888691076094	0.208594621984258	-0.118921949436464	-0.385754977814887	0.509230752252115	0.00611433208515168	NA	0.925913009624724	0.521376422039064	0.334696579982467	0.929399992157675	-2.06530385933487	0.0388942586442176	--?-+--	#!?####	1	0.183525641198262
9685	CLINT1	-0.227395756375972	-0.276210276108175	-1.02205771511264	-0.165592519672757	-0.148791009575106	0.153797629471823	NA	0.202620483498556	0.110333310738131	0.351638306313382	0.887324923887711	0.625361685916382	0.285571176423134	NA	-2.06304617980725	0.0391082408564754	-----+?	######?	1	0.184451338987163
22890	ZBTB1	0.471339290294138	0.560688411534229	NA	0.0467033202611891	0.025320942740259	-0.0216602978252798	NA	0.129454400762202	0.0490515274690103	NA	0.976044895139709	0.975308518305334	0.952542826884152	NA	2.06279800299553	0.0391318238613627	++?++-?	#!?###?	1	0.184478598203567
374986	MIGA1	-0.342700093841331	NA	-1.84844796555063	NA	NA	NA	NA	0.39440292141809	NA	0.147866294687142	NA	NA	NA	NA	-2.06211579231259	0.0391967131789754	-?-????	#?#????	1	0.184630659124329
4054	LTBP3	0.265079466635697	0.564958482309183	NA	0.0366908474438645	NA	NA	0.22347004466367	0.291060853838917	0.236454117572453	NA	0.97581264128164	NA	NA	0.92952212894874	2.06195222252807	0.0392122848957741	++?+??+	##?#??#	1	0.184630659124329
196294	IMMP1L	-0.090845116886233	NA	-1.70130945856869	NA	NA	NA	NA	0.770897675321948	NA	0.066071330497056	NA	NA	NA	NA	-2.06189710352438	0.0392175333654361	-?-????	#?#????	1	0.184630659124329
7158	TP53BP1	-0.357935020698514	-0.221637287051569	NA	-0.33471330666946	0.0365341442310605	-0.0851764383131481	NA	0.156437441796351	0.373104258652139	NA	0.612794725966682	0.928874227714417	0.663269906801988	NA	-2.06150388995121	0.039254992743964	--?-+-?	##?###?	1	0.184723085746119
10980	COPS6	-0.114473477634748	0.106356185341717	NA	-0.312796737910542	-0.113600649563555	-0.4037684148261	-0.0710605972220257	0.537274564653951	0.647386393240227	NA	0.669044727934326	0.645773175624207	0.121731340854347	0.960367408883952	-2.06083257839198	0.0393190152586553	-+?----	##?####	1	0.184940370454011
80723	SLC35G2	-0.312764137887991	0.285838426544324	NA	-0.670948805274267	NA	-0.608081759849139	NA	0.386143321564544	0.547954537288393	NA	0.407829108023773	NA	0.138832185192903	NA	-2.05983499484754	0.0394143178522028	-+?-?-?	##?#?#?	1	0.185221130862664
439921	MXRA7	-0.463110063500802	0.260758742179787	-1.62437295739509	-0.09792576570071	-0.129545248562362	0.00201141323587706	-0.489847528533648	0.124175114466448	0.203390770729057	0.0755873351140779	0.933726704277913	0.726189233267149	0.990221178918845	0.929399992157675	-2.05983061364633	0.0394147368355906	-+---+-	#######	1	0.185221130862664
8541	PPFIA3	NA	-0.50036430998007	-0.088615824105315	NA	-0.171751494278755	NA	NA	NA	0.0247021715202114	0.908379341787709	NA	0.651040911534478	NA	NA	-2.05964667081913	0.0394323310830957	?--?-??	?!#?#??	1	0.185221130862664
85236	HIST1H2BK	0.471885835302779	NA	NA	NA	NA	0.128532180235579	NA	0.207840517560862	NA	NA	NA	NA	0.510291725028373	NA	2.05932677317127	0.0394629453756348	+????+?	#????#?	1	0.185221693911189
23462	HEY1	-0.0241738637531625	0.488125014596799	-0.768347135845636	-0.012787314943207	-0.680984566879202	-0.194755730824523	-0.189533371549993	0.918562724551103	0.115552277925952	0.29163438282215	0.986994953674361	0.131475283432428	0.224920054281214	0.933016440633298	-2.05927084503706	0.0394682997850115	-+-----	#######	1	0.185221693911189
10531	PITRM1	-0.333841674573024	-0.0744486976309737	NA	NA	NA	-0.243687107233406	NA	0.209657144149291	0.811023529877052	NA	NA	NA	0.364578468378486	NA	-2.05908521188166	0.0394860762256144	--???-?	##???#?	1	0.185221693911189
7415	VCP	0.0141684467744003	0.221509462803377	NA	-0.50817759079519	-0.290161309990703	-0.252846772810361	-0.133525589664658	0.916280233334679	0.332176120692941	NA	0.432157021346552	0.246805808912276	0.159395468211456	0.933016440633298	-2.05889048512932	0.0395047307829639	++?----	##?####	1	0.1852253485851
9896	FIG4	-0.374550244734456	-0.0807217519336829	NA	-0.340026472504613	-0.0372453995709403	-0.137458289767784	NA	0.197666252709818	0.725642103487033	NA	0.54523939580926	0.938689376043691	0.520817829797234	NA	-2.05856907713371	0.0395355375950102	--?---?	##?###?	1	0.185285952310943
29100	TMEM208	-0.312389669484171	0.466123439876732	NA	-0.313818205391565	-0.138074620896225	-0.36047101282522	NA	0.15711073761123	0.0554553277348897	NA	0.624948421279701	0.759141038916172	0.0798230025864684	NA	-2.05698987529706	0.03968719978735	-+?---?	##?###?	1	0.185912642041827
51454	GULP1	0.551750431916314	NA	NA	NA	NA	0.527789301412337	NA	0.407030659717981	NA	NA	NA	NA	0.24193724404382	NA	2.05649375157739	0.0397349479490305	+????+?	#????#?	1	0.185992542615322
23036	ZNF292	0.387554547671614	-0.177505969330522	-0.245640680082406	NA	0.375474349313711	0.289324536513941	NA	0.109772383644061	0.691045624320756	0.799022238163481	NA	0.567673798366463	0.288422895135386	NA	2.05643967545431	0.0397401553127121	+--?++?	###?##?	1	0.185992542615322
55920	RCC2	0.474871318239424	NA	-0.463899637355871	NA	NA	NA	NA	0.0350885419823024	NA	0.484573882709247	NA	NA	NA	NA	2.05622081913328	0.039761236415927	+?-????	!?#????	1	0.186007192659971
5977	DPF2	0.28775387208681	0.587458759971069	NA	-0.17259516494992	0.399861159741871	-0.15675046994185	-0.0661649477715649	0.130946202291493	0.030203258823319	NA	0.858538924458682	0.553130724098186	0.642779450094779	0.96354247879992	2.05596118819777	0.0397862573964174	++?-+--	#!?####	1	0.186040252320251
5902	RANBP1	-0.275163239338596	-0.0284714228202407	NA	-0.378822534102417	NA	NA	-0.222294002270016	0.242426584296288	0.931136237231292	NA	0.416132715340023	NA	NA	0.929399992157675	-2.05531953255214	0.039848151928392	--?-??-	##?#??#	1	0.186245624845285
152006	RNF38	0.111346244357307	-0.199375598530779	-1.6076790450268	-0.132183999707134	-0.298823566263897	-0.247131584815955	NA	0.590905320095032	0.405027431471734	0.143295176646468	0.835646305258882	0.626559357151269	0.285113775643309	NA	-2.05513303464929	0.0398661569573939	+-----?	######?	1	0.186245770240088
11231	SEC63	-0.189289725134909	0.571227907112957	-1.34934898549958	0.210249166504251	-0.267737244607989	-0.173770554601134	-0.36146360089566	0.295287826058069	0.0495834882738487	0.074663224746569	0.881424273227976	0.647687204325562	0.204328696006738	0.929399992157675	-2.05447894010753	0.0399293596422525	-+-+---	#!#####	1	0.186456973687706
6814	STXBP3	0.19753088239146	0.712723339800133	NA	0.143753388288752	0.0596818250578579	0.0933128710790552	-0.0644660419752379	0.433021886458099	0.0156350171119199	NA	0.866701626242619	0.940372590115584	0.665651644764207	0.951033761368434	2.05242018820621	0.0401288442071057	++?+++-	#!?####	1	0.187304091745058
26994	RNF11	-0.144832294250445	0.0220498235065669	-1.93177287943302	-0.359532887523271	-0.0722545587657102	-0.0466067148069911	-0.219821875832933	0.492704583244635	0.942576645349952	0.0818565887722758	0.78126948323458	0.925763108375853	0.528659142993488	0.937414298935745	-2.05213076606346	0.0401569556767489	-+-----	#######	1	0.187350911626507
51267	CLEC1A	NA	NA	NA	NA	0.171738950127403	0.259039651293152	NA	NA	NA	NA	NA	0.61800119896759	0.179456605790151	NA	2.05117713549158	0.0402496996904713	????++?	????##?	1	0.187699094596158
25926	NOL11	0.327351381821864	0.503028139911771	NA	-0.0531122078893631	-0.153970593040139	0.098841790539181	NA	0.150807327511152	0.0421453237497828	NA	0.964835484697868	0.711115930179939	0.434284644217916	NA	2.05043685140725	0.040321820171535	++?--+?	#!?###?	1	0.18795083248648
81847	RNF146	-0.356150519706819	0.0590611795807119	-1.20111097035101	-0.129039986839885	NA	NA	NA	0.232927390232761	0.825234404006874	0.0982633034914837	0.910308163540455	NA	NA	NA	-2.04897321167802	0.0404647344719173	-+--???	####???	1	0.188532184621406
694	BTG1	0.667927636499961	0.45669631280016	-0.919517432084222	0.370860627695705	0.354809652685022	0.308690980886233	-0.0693617871931522	0.141469240259511	0.265204534690297	0.205530726505255	0.738559549267166	0.672174203765967	0.386756268231285	0.963606321758969	2.04856775635928	0.040504400261808	++-+++-	#######	1	0.188603999260028
22822	PHLDA1	0.144402700758259	0.747774864312223	NA	0.0744736408526325	0.501175522640341	-0.269249153219841	-0.0487834648082046	0.655584682540373	0.0111767537271588	NA	0.918457099505923	0.239977357819544	0.284434867698654	0.988831279735363	2.04844362055921	0.0405165510859702	++?++--	#!?####	1	0.188603999260028
25923	ATL3	0.129841233474767	0.682481321007641	-1.28579523745013	0.177731192124133	0.335294366476299	0.263591481774684	NA	0.500220641255502	0.009043292888979	0.192593084069317	0.8902881014709	0.707001835653578	0.427186850082602	NA	2.04816680851944	0.0405436574964955	++-+++?	#!####?	1	0.18864543285976
9675	TTI1	0.0809199793926787	0.23197550269484	NA	-0.0390821633810923	0.198840217974189	0.0490703024311419	NA	0.651406344506829	0.147634894337455	NA	0.942865652770079	0.41736493790898	0.787644705609406	NA	2.04781921925578	0.0405777164338952	++?-++?	##?###?	1	0.188652246635594
11016	ATF7	-0.786200258532545	NA	NA	NA	NA	NA	NA	0.0405815342357402	NA	NA	NA	NA	NA	NA	-2.04778027200933	0.0405815342357402	-??????	!??????	1	0.188652246635594
149603	RNF187	-0.0273730532187386	-0.482405769106144	NA	-0.507750113875742	-0.120562764702987	-0.106309828525619	NA	0.899934256120336	0.135031893711111	NA	0.720551640917727	0.772601562019043	0.385059560100169	NA	-2.04734286225975	0.0406244322220233	--?---?	##?###?	1	0.188766980576056
10948	STARD3	0.292312913660109	NA	NA	0.215106909782323	NA	NA	NA	0.17639322924421	NA	NA	0.876064196222639	NA	NA	NA	2.04639315790694	0.0407177047084228	+??+???	#??#???	1	0.189115578748847
51128	SAR1B	0.360485591821757	1.22255236889258	-1.60331709143555	-0.113506844444696	0.214174497951324	0.068282526793972	-0.0738979826805526	0.0660438318628032	0.00378848418187202	0.0768020092684015	0.941251927247443	0.709433889569493	0.709074907945739	0.958560876741704	2.04537388145951	0.04081801189934	++--++-	#!#####	1	0.189496522984302
1381	CRABP1	NA	0.932624761197044	NA	-0.707263920233956	0.523317958391425	-0.0226968669908398	0.154412503689395	NA	0.00570995364736079	NA	0.426194426939435	0.265955308012227	0.809591099938782	0.969022490377735	2.0451510443631	0.0408399692151438	?+?-+-+	?!?####	1	0.189513551727416
55914	ERBIN	0.33624195144648	1.25132502031983	-1.50231416436171	0.318025453878848	0.154133002147407	0.382489667195639	-0.340169499014038	0.1584287575618	0.00540752034712035	0.129916025714409	0.887324923887711	0.867235104489346	0.23491319585723	0.929399992157675	2.04484739389937	0.0408699056113921	++-+++-	#!#####	1	0.189567574729295
2273	FHL1	-0.36864727187086	0.304243783471387	-0.936323000848932	0.134897913358139	-0.254378848049743	-0.580444602564501	-0.34827056696429	0.343908643649613	0.374245754220026	0.309153107262805	0.919036370086861	0.611737037950893	0.225512771061476	0.929399992157675	-2.04406602173246	0.0409470253048676	-+-+---	#######	1	0.189830003651294
23127	COLGALT2	0.256631266548259	0.170450616852636	NA	-0.328891408327592	0.330362294425974	0.115090289938221	NA	0.335889294254878	0.555261497494182	NA	0.857756062164414	0.45055392550126	0.502650593116768	NA	2.04390307071409	0.0409631237371446	++?-++?	##?###?	1	0.189830003651294
4782	NFIC	0.406700271382576	NA	0.280885762805916	NA	NA	NA	NA	0.147309787128085	NA	0.614746391090076	NA	NA	NA	NA	2.04181178942637	0.0411702043598812	+?+????	#?#????	1	0.190656485907886
2861	GPR37	0.0132620734867732	0.787720195262406	0.87380690911441	-0.0728193817848339	0.131555262997457	0.270510758504118	NA	0.971731096031532	0.0355939058037137	0.181580090779921	0.926394136280677	0.792742391420546	0.643637537074197	NA	2.04173053376933	0.0411782682360402	+++-++?	#!####?	1	0.190656485907886
5716	PSMD10	-0.35166847840061	0.467579263079017	-0.292422657560737	-0.550649544145767	-0.525300467345401	-0.061843676264548	-0.382967651974186	0.202174804139726	0.0889493666733488	0.664237792029692	0.564760030253593	0.499770665240897	0.380328581166766	0.929399992157675	-2.04051050994629	0.0412995053219229	-+-----	#######	1	0.191086432866877
11285	B4GALT7	-0.218427722203264	NA	NA	NA	-0.10071330488792	-0.102576026411018	0.0823466797602412	0.248112439581026	NA	NA	NA	0.685735292268578	0.255488817693847	0.937414298935745	-2.04026243644272	0.0413241940123932	-???--+	#???###	1	0.191086432866877
25874	MPC2	-0.590571302798372	0.459659597461947	NA	-0.368261705752259	-0.206673535663056	-0.207022535980672	NA	0.299959036647951	0.154606167386617	NA	0.426194426939435	0.630066150273223	0.122792679611193	NA	-2.04021020096877	0.0413293941670732	-+?---?	##?###?	1	0.191086432866877
